BuildingType_Campus,BuildingType_NonResidential,BuildingType_Nonresidential COS,BuildingType_Nonresidential WA,BuildingType_SPS-District K-12,GroupedPropertyType_Educational Facilities,GroupedPropertyType_Food and Perishables,GroupedPropertyType_Healthcare Facilities,GroupedPropertyType_Hotels and Restaurants,GroupedPropertyType_Office Buildings,GroupedPropertyType_Retail and Others,GroupedPropertyType_Specialized Properties,GroupedPropertyType_Storage and Logistics,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,DistanceToDowntown
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1910,1.0,10,130513,0,130513,49.0,89.30000305,90.40000153,204.1000061,205.3999939,11651200.0,11792293.0,631029.0,2006739.75,6846996.0,41731.74609,4173175.0,318.08,2.44,0.597457048169026
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1920,1.0,8,60660,0,60660,,55.29999924,55.29999924,173.6999969,173.6999969,2586116.0,2586116.0,0.0,757947.125,2586116.0,0.0,0.0,18.03,0.3,0.5466644118076803
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1929,1.0,14,137350,0,137350,89.0,51.09999847,54.79999924,125.4000015,129.1999969,6366084.5,6825027.0,2258855.25,1203759.875,4107229.0,0.0,0.0,202.99,1.48,0.5042609777352195
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1985,1.0,30,755000,134662,620338,72.0,78.09999847,80.69999695,217.1000061,224.3000031,52226204.0,53974556.0,519390.0,12661185.0,43199963.0,85068.4375,8506844.0,793.05,1.05,0.6473249557582068
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1906,1.0,4,63540,0,63540,72.0,62.0,62.79999924,154.5,155.3999939,3518459.5,3564626.75,0.0,711690.0,2428286.0,10901.72949,1090173.0,74.83,1.18,0.6846176563789618
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1927,1.0,10,130893,0,130893,80.0,57.20000076,58.79999924,179.6000061,184.8000031,6962073.0,7163323.5,0.0,2040466.625,6962072.0,0.0,0.0,48.54,0.37,0.6429737672754513
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1910,1.0,5,79920,0,79920,,37.70000076,37.29999924,118.1999969,117.0,3009463.75,2977095.25,0.0,882023.3125,3009464.0,0.0,0.0,20.98,0.26,0.5391491473269698
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1908,1.0,4,137400,0,137400,,122.8000031,122.3000031,306.6000061,305.0,14940504.0,14879755.0,0.0,3031866.75,10344729.0,45957.73828,4595774.0,316.2,2.3,0.7099509688935634
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1996,1.0,6,147852,86429,61423,,157.5,157.5,407.7000122,407.7000122,9671619.0,9671619.0,0.0,2087520.25,7122619.0,25489.99023,2548999.0,185.03,1.25,0.7396663894352267
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1996,1.0,4,267335,166960,100375,,74.69999695,75.80000305,189.3999939,188.0,7273155.5,7378420.5,0.0,1515211.5,5169902.0,21032.53125,2103253.0,147.75,0.55,0.7615628754108504
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1989,1.0,56,1605578,389860,1215718,97.0,36.79999924,37.90000153,110.3000031,113.3000031,49517704.0,50984500.0,915654.875,13505807.0,46081813.0,25202.29883,2520230.0,525.78,0.33,0.6133084483577087
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1980,1.0,36,794592,0,794592,96.0,35.20000076,36.09999847,108.6999969,111.4000015,26689658.0,27340878.0,0.0,7629382.0,26031451.0,6582.040039,658204.0,216.43,0.27,0.5270655328114309
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1971,1.0,21,456304,93204,363100,74.0,56.59999847,59.5,177.6000061,187.0,19397324.0,20421248.0,0.0,5685030.0,19397322.0,0.0,0.0,135.23,0.3,0.4685971105999418
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1986,1.0,12,115857,15140,100717,89.0,45.20000076,45.20000076,141.8000031,141.8000031,4757299.5,4757299.5,0.0,1394284.625,4757299.0,0.0,0.0,33.17,0.29,0.8029923577839058
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1999,1.0,4,87500,17500,70000,72.0,63.40000153,63.40000153,199.1000061,199.1000061,4549892.0,4549892.0,0.0,1333496.75,4549891.0,0.0,0.0,31.72,0.36,1.2475756015388577
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1998,1.0,11,374405,184776,189629,72.0,69.09999847,69.09999847,217.1000061,217.1000061,13329024.0,13329024.0,0.0,3906513.0,13329022.0,0.0,0.0,92.92,0.25,1.299884508629116
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1985,1.0,12,193500,38000,155500,,98.40000153,98.40000153,309.0,309.0,14436982.0,14436982.0,0.0,4231237.0,14436981.0,0.0,0.0,100.65,0.52,1.1189248861747922
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1923,1.0,11,102846,0,102846,96.0,52.5,59.70000076,98.5,107.0,5327249.5,6047637.0,3480880.75,541139.6875,1846369.0,0.0,0.0,281.55,2.74,0.9329319704541479
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1925,1.0,4,52800,0,52800,83.0,46.90000153,48.20000076,123.0999985,123.6999969,2429021.0,2500323.75,0.0,536908.6875,1831932.0,5970.880371,597088.0,44.48,0.84,1.0357760478282152
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1913,3.0,10,258497,0,258497,,77.30000305,80.09999847,214.6000061,218.0,20779796.0,21536130.0,3902781.25,4946369.5,16877013.0,0.0,0.0,418.9,1.62,0.9063073511827175
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1929,1.0,8,861702,0,861702,,19.89999962,19.89999962,56.0,56.0,17666646.0,17666646.0,2927935.25,4319154.5,14736955.0,17.52666664,1753.0,328.83,0.38,0.7464987673008147
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1999,1.0,5,206950,97400,109550,,93.19999695,92.30000305,277.5,272.7000122,19295226.0,19105426.0,1631750.25,5176868.5,17663475.0,0.0,0.0,249.09,1.2,0.6448691648103373
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1988,1.0,9,46710,0,46710,,89.30000305,95.09999847,220.3000031,229.6000061,4169431.5,4439795.5,1447314.625,797806.6875,2722116.0,0.0,0.0,130.69,2.8,0.723916769016419
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1945,1.0,3,266000,104000,162000,65.0,85.90000153,86.5,244.1999969,244.8000031,13911761.0,14009703.0,476741.8125,3488557.5,11902958.0,15320.58984,1532059.0,201.15,0.76,0.723916769016419
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1992,1.0,14,690158,407795,282363,58.0,78.19999695,78.19999695,245.6999969,245.6999969,21156670.0,21156670.0,0.0,6200665.0,21156669.0,0.0,0.0,147.49,0.21,0.8437352015977934
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2001,1.0,6,378443,177660,200783,100.0,283.7000122,283.7000122,874.0999756,874.0999756,55073120.0,55073120.0,0.0,15681864.0,53506520.0,15665.93945,1566594.0,456.22,1.21,1.9332652895142968
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2001,1.0,6,213834,104922,108912,100.0,707.2999878,707.2999878,2217.800049,2217.800049,75073888.0,75073888.0,0.0,21957020.0,74917352.0,1565.25,156525.0,530.59,2.48,1.9332652895142968
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1979,1.0,5,109017,29409,79608,34.0,86.90000153,89.0,199.1000061,205.8000031,9474745.0,9707963.0,0.0,1648708.875,5625395.0,38493.49609,3849350.0,243.66,2.24,1.9401369274145794
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1981,1.0,5,275734,38452,237282,77.0,71.69999695,71.69999695,225.0,225.0,16373232.0,16373232.0,0.0,4798719.0,16373229.0,0.0,0.0,114.14,0.41,2.810080796501107
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2001,1.0,1,123061,0,123061,59.0,16.20000076,16.20000076,50.70000076,50.70000076,1987934.625,1987934.625,0.0,582630.1875,1987934.0,0.0,0.0,13.86,0.11,4.973568991007055
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1963,1.0,1,59090,0,59090,45.0,46.59999847,53.40000153,71.40000153,78.90000153,2756214.75,3153949.5,0.0,185927.7969,634386.0,21218.28906,2121829.0,117.11,1.98,6.292769015575533
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1963,1.0,1,106000,0,106000,93.0,7.199999809,7.199999809,22.60000038,22.60000038,763364.5,763364.5,0.0,223729.2969,763364.0,0.0,0.0,5.32,0.05,6.478737946682196
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1962,1.0,3,158600,38400,120200,19.0,125.5999985,126.6999969,360.3999939,361.6000061,18309150.0,18471858.0,0.0,4672048.0,15941028.0,23681.20117,2368120.0,236.9,1.49,3.2128514320472217
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1960,1.0,1,119661,0,119661,97.0,6.5,6.5,20.5,20.5,775729.1875,775864.1875,0.0,227129.2969,774965.0,7.638800144,764.0,5.44,0.05,7.531396809198149
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2001,1.0,7,139200,44728,94472,81.0,52.90000153,52.90000153,166.1000061,166.1000061,4342597.0,4342597.0,0.0,1272742.25,4342597.0,0.0,0.0,30.27,0.22,2.7607776357361895
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1984,1.0,6,95721,33921,61800,95.0,32.0,33.0,100.5,103.5,3063504.5,3155171.75,0.0,897861.6875,3063504.0,0.0,0.0,21.36,0.22,2.3990890829707907
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2001,1.0,3,103697,47656,56041,7.0,179.1000061,184.6999969,350.2999878,356.1000061,11319836.0,11672252.0,0.0,1437351.5,4904243.0,64155.92188,6415592.0,374.92,3.62,4.771636703834606
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1983,1.0,5,122250,0,122250,93.0,43.5,43.5,136.3999939,136.3999939,5535626.0,5535626.0,0.0,1622399.0,5535625.0,0.0,0.0,38.59,0.32,10.48118133143329
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1960,1.0,3,55593,0,55593,55.0,76.0,79.40000153,186.6999969,190.1999969,4224872.5,4414587.0,0.0,833103.5,2842549.0,13823.23047,1382323.0,93.23,1.68,4.801331577981903
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1982,1.0,4,134056,60960,73096,54.0,65.19999695,68.0,204.6000061,213.5,4695139.0,4899096.0,0.0,1376066.25,4695138.0,0.0,0.0,32.73,0.24,1.9680506746661384
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2005,1.0,1,158415,0,158415,25.0,141.3999939,147.0,358.6000061,364.5,22394416.0,23293664.0,0.0,4668122.5,15927634.0,64667.80469,6466780.0,454.49,2.87,4.420522291308449
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1929,1.0,8,287819,0,287819,,176.0,174.6000061,550.7000122,545.9000244,48406556.0,48037000.0,0.0,14113435.0,48155040.0,2515.109863,251511.0,349.07,1.21,1.5781662880149832
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1975,1.0,8,158738,0,158738,,389.1000061,385.6000061,1026.599976,1001.0,61762380.0,61214744.0,5650343.5,13636758.0,46528618.0,95718.15625,9571816.0,1268.87,7.99,0.6587226177854112
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1985,1.0,4,86995,28800,58195,81.0,51.40000153,51.90000153,161.3999939,162.8000031,2991674.75,3018140.75,0.0,876809.625,2991674.0,0.0,0.0,20.86,0.24,2.4287787788010466
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2009,1.0,5,184482,66234,118248,95.0,47.40000153,49.09999847,148.5,153.6000061,5671256.0,5869476.5,0.0,1656231.0,5651060.0,201.9499969,20195.0,40.47,0.22,2.134045765862567
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1928,1.0,3,55200,0,55200,,210.0,218.6999969,504.5,509.0,11594121.0,12072969.0,0.0,2198235.0,7500378.0,40937.42188,4093742.0,269.71,4.89,2.0733359565015923
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2003,1.0,4,241159,111793,129366,,191.3999939,197.1999969,442.7999878,449.0,33713876.0,34746128.0,0.0,5975651.5,20388923.0,133249.5156,13324952.0,849.83,3.52,1.9710045186448695
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2004,1.0,6,139282,52582,86700,96.0,37.29999924,37.29999924,117.3000031,117.3000031,3238216.0,3238216.0,0.0,949066.6875,3238216.0,0.0,0.0,22.57,0.16,2.012193648457621
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2009,1.0,5,271071,98700,172371,96.0,42.40000153,43.0,131.5,133.3000031,7851334.5,7960023.0,0.0,2255357.5,7695280.0,1560.540039,156054.0,61.93,0.23,2.0975485717208846
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1914,1.0,5,127800,0,127800,56.0,21.70000076,22.0,64.40000153,64.69999695,2767491.0,2811924.5,0.0,746069.875,2545590.0,2219.0,221900.0,29.53,0.23,2.3023860985519224
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2002,1.0,5,560516,206597,353919,71.0,80.80000305,81.59999847,202.1999969,200.6000061,30083496.0,30401640.0,0.0,6132058.5,20922584.0,91609.10156,9160910.0,632.4,1.13,2.6283024378597992
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2001,1.0,6,226592,95000,131592,49.0,90.90000153,89.80000305,281.6000061,278.0,11963428.0,11812678.0,0.0,3434879.5,11719809.0,2436.178711,243618.0,94.64,0.42,2.3632001267268445
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1997,1.0,5,535947,0,535947,,245.1000061,255.8000031,509.3999939,515.5999756,131373880.0,137106112.0,0.0,18941222.0,64627449.0,667464.25,66746425.0,3995.45,7.45,2.6283024378597992
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2003,1.0,5,159700,50654,109046,,270.3999939,275.1000061,650.5999756,655.5,31371618.0,31915486.0,0.0,5965944.5,20355803.0,110158.125,11015812.0,726.96,4.55,1.8436131928532609
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2006,1.0,4,209816,73673,136143,97.0,51.0,51.0,135.1999969,135.1999969,6917478.5,6917478.5,0.0,1554456.625,5303806.0,16136.71973,1613672.0,122.68,0.58,1.841421716038115
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2006,1.0,6,303103,109905,193198,97.0,40.70000076,40.90000153,123.6999969,123.9000015,7519466.5,7554767.0,0.0,2094799.75,7147457.0,3720.090332,372009.0,69.59,0.23,1.8438491964737806
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1954,1.0,3,67380,0,67380,66.0,42.09999847,46.79999924,94.19999695,99.19999695,2755829.0,3066491.25,0.0,459033.0938,1566221.0,11896.08008,1189608.0,74.1,1.1,1.6865665147490978
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1963,1.0,4,102235,0,102235,,236.5,241.5,559.5,559.7000122,24395228.0,24903228.0,0.0,4500367.5,15355254.0,90399.71875,9039972.0,587.16,5.74,2.1767852177647984
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2008,1.0,5,436497,153684,282813,,171.1999969,180.1999969,417.0,427.6000061,45252356.0,47629656.0,0.0,8790355.0,29992691.0,152596.625,15259662.0,1019.53,2.34,2.1767852177647984
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1974,1.0,5,88062,20826,67236,80.0,52.70000076,55.0,165.6000061,172.6000061,3415561.25,3558562.5,0.0,1001043.625,3415561.0,0.0,0.0,23.81,0.27,2.658910069986308
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1972,1.0,5,87178,20416,66762,69.0,54.5,57.59999847,171.1000061,180.8000031,3632613.75,3838006.75,0.0,1064658.125,3632614.0,0.0,0.0,25.32,0.29,2.678311340026856
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1970,1.0,5,87178,20416,66762,86.0,52.29999924,55.5,164.3000031,174.3000031,3493093.75,3705629.0,0.0,1023767.125,3493093.0,0.0,0.0,24.35,0.28,2.678311340026856
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1988,1.0,4,196749,88405,108344,5.0,176.8999939,182.0,411.5,416.2999878,19165116.0,19718338.0,0.0,3430113.5,11703547.0,74615.66406,7461566.0,477.87,2.43,6.025206560671814
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1994,1.0,4,191276,95281,95995,21.0,87.69999695,87.69999695,266.3999939,266.3999939,8422861.0,8422861.0,0.0,2346217.25,8005293.0,4175.669922,417567.0,77.99,0.41,6.094121852789816
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1946,2.0,2,111445,0,111445,,47.79999924,51.0,103.0,106.4000015,5697472.5,6076957.0,0.0,881452.0,3007514.0,26899.58203,2689958.0,163.83,1.47,8.34448657454175
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1997,1.0,4,98475,0,98475,83.0,11.10000038,12.0,27.89999962,28.89999962,1090496.625,1178591.625,0.0,225380.0,768997.0,3215.0,321500.0,22.44,0.23,4.916242683009551
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2000,1.0,7,351530,150455,201075,23.0,198.1000061,200.3000031,467.6000061,465.1000061,42709624.0,43178016.0,0.0,7849323.5,26781892.0,159277.2813,15927728.0,1032.63,2.94,2.4261365952239475
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,1.0,1,63225,0,63225,100.0,103.1999969,103.1999969,323.8999939,323.8999939,6522551.5,6522551.5,0.0,1911650.25,6522551.0,0.0,0.0,45.47,0.72,4.021687547464598
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1955,1.0,1,113780,0,113780,,31.39999962,35.29999924,60.0,64.09999847,3574542.25,4021869.0,0.0,431091.6875,1470885.0,21036.57031,2103657.0,121.98,1.07,4.650117606176358
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1999,1.0,1,243044,0,243044,100.0,4.300000191,4.300000191,9.0,9.0,1396082.25,1396082.25,0.0,205444.5938,700977.0,6951.050293,695105.0,41.8,0.17,4.589221632728454
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2001,1.0,3,280252,156312,123940,,93.0,93.0,291.8999939,291.8999939,11521702.0,11521702.0,0.0,3376817.5,11521701.0,0.0,0.0,80.32,0.29,5.093291453721603
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1952,1.0,3,66462,12998,53464,,95.5,95.5,299.8999939,299.8999939,6876439.5,6876439.5,0.0,2015368.75,6876438.0,0.0,0.0,47.94,0.72,3.4342770396535305
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1997,1.0,1,131387,0,131387,72.0,81.30000305,82.90000153,234.5,234.0,8773058.0,8949319.0,0.0,2258064.0,7704514.0,10685.42188,1068542.0,110.46,0.84,12.885337539751273
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1999,1.0,3,94400,0,94400,38.0,11.69999981,11.89999962,33.5,33.70000076,784364.5,800622.875,0.0,199550.0,680865.0,1035.000122,103500.0,10.24,0.11,13.215411401696961
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1984,1.0,1,144776,0,144776,56.0,92.69999695,95.5,246.1999969,249.1000061,13424079.0,13827966.0,0.0,3020895.5,10307295.0,31167.82617,3116783.0,237.39,1.64,13.692555292367196
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1967,1.0,1,114000,0,114000,79.0,150.8999939,150.8999939,302.0,302.0,17225444.0,17225444.0,0.0,2296774.5,7836595.0,93888.48438,9388848.0,553.27,4.85,13.349493125105834
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1988,1.0,3,124071,28645,95426,73.0,51.70000076,51.70000076,162.3999939,162.3999939,4991360.5,4991360.5,0.0,1462254.125,4989211.0,21.48999977,2149.0,34.9,0.28,5.325666324930439
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2000,1.0,4,90000,36528,53472,84.0,43.29999924,43.29999924,136.0,136.0,3897738.0,3897738.0,0.0,1142361.5,3897737.0,0.0,0.0,27.17,0.3,5.1414788229650545
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2001,1.0,3,96041,33709,62332,70.0,87.0,87.0,273.1000061,273.1000061,5413418.0,5413418.0,0.0,1586581.875,5413417.0,0.0,0.0,37.74,0.39,4.996340579624544
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1999,1.0,3,280957,114829,166128,96.0,68.69999695,68.69999695,211.3000031,211.3000031,11325513.0,11325513.0,0.0,3219974.5,10986553.0,3366.104004,336610.0,94.47,0.34,4.932398404168944
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1999,1.0,4,243334,103032,140302,89.0,62.20000076,62.20000076,187.3999939,187.3999939,8651835.0,8651835.0,0.0,2378856.0,8116657.0,5351.779785,535178.0,85.01,0.35,5.007154981302412
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1991,1.0,6,154660,0,154660,,209.3000031,212.3999939,519.0,522.7000122,52960796.0,53734196.0,17548416.0,10239394.0,34936812.0,4755.599609,475560.0,1623.34,10.5,0.41086709603353755
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1982,1.0,5,390295,121375,268920,95.0,31.60000038,31.60000038,99.30000305,99.30000305,7683885.0,7683885.0,0.0,2252017.5,7683884.0,0.0,0.0,53.57,0.14,5.967346174220013
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1967,1.0,2,90000,0,90000,87.0,15.89999962,16.29999924,46.20000076,46.70000076,1429146.375,1468317.375,0.0,373072.1875,1272922.0,1562.23999,156224.0,17.17,0.19,6.146950080689389
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1966,1.0,1,50200,0,50200,,20.89999962,23.79999924,43.0,46.09999847,1047461.0,1193084.5,0.0,148728.2969,507461.0,5400.0,540000.0,32.22,0.64,6.10670010578159
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1925,1.0,6,94033,6200,87833,,56.59999847,60.20000076,130.8999939,134.5,4758198.0,5055586.0,0.0,841456.8125,2871051.0,18871.4707,1887147.0,120.24,1.28,8.09655379897973
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1941,1.0,2,63240,0,63240,100.0,3.599999905,4.300000191,6.599999905,7.400000095,227566.7031,272913.6875,0.0,25031.90039,85409.0,1421.580078,142158.0,8.15,0.13,7.943375468066909
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2008,1.0,5,322869,182454,140415,,130.6999969,134.8000031,308.3999939,312.7000122,17085344.0,17628306.0,0.0,3138366.25,10708106.0,63772.37891,6377238.0,413.35,1.28,7.085111087561431
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1988,1.0,4,130293,23400,106893,,3.599999905,3.599999905,11.19999981,11.19999981,465533.3125,465533.3125,0.0,136440.0,465533.0,0.0,0.0,3.25,0.02,5.6223179467922755
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1997,1.0,4,106041,0,106041,94.0,10.60000038,11.80000019,25.70000076,27.0,1123943.0,1254908.5,0.0,216689.0,739343.0,3845.999756,384600.0,25.58,0.24,6.426605744390017
