Neighborhood,GroupedPrimaryPropertyTypes,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFABuilding(s),ENERGYSTARScore,DistanceToDowntown,Log_TotalGHGEmissions
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1986.0,1.0,5.0,129362.0,95.0,2.4905797233874356,4.768478803600115
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1986.0,1.0,7.0,197203.0,63.0,2.363101558498973,4.496916600547837
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1993.0,1.0,3.0,187130.0,77.0,1.8149298571704886,4.263946679941392
DOWNTOWN,Bâtiments Commerciaux et Administratifs,2000.0,1.0,5.0,133177.0,99.0,1.5247655138296115,4.7942190635314725
DOWNTOWN,Bâtiments Industriels et de Stockage,1912.0,1.0,5.0,154330.0,81.0,0.5570327479130825,2.2823823856765264
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1918.0,1.0,6.0,93555.0,,0.4567288260843291,3.9351534228170006
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1905.0,1.0,6.0,167860.0,70.0,0.28718559491478896,3.8792931808052273
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1910.0,1.0,6.0,112560.0,86.0,0.3442121738539417,4.593300013417604
DOWNTOWN,Bâtiments de Vente et de Services,1910.0,1.0,6.0,86204.0,89.0,0.3589928569140287,4.2487809155265195
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1985.0,1.0,2.0,145158.0,51.0,2.558784000373662,4.791317747615575
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1951.0,1.0,2.0,112896.0,66.0,2.1639233312479496,5.0656284023902955
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1960.0,1.0,1.0,110613.0,95.0,2.1201784802277865,2.089391872533004
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1951.0,1.0,4.0,149881.0,97.0,2.2582691991691273,4.573266636975083
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1951.0,1.0,3.0,98220.0,12.0,2.8009882806565938,4.334541868102138
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1970.0,1.0,1.0,84420.0,55.0,2.7877522649417625,3.0378334495726262
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1961.0,1.0,1.0,73335.0,,3.866634743222071,5.054588381624718
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1928.0,1.0,2.0,56876.0,,2.873602227936614,3.901972669574645
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1931.0,1.0,2.0,61200.0,16.0,2.5403399912717037,5.1908435082428035
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1987.0,1.0,1.0,111908.0,87.0,1.9883315191712436,3.559340082758951
GREATER DUWAMISH,Bâtiments Autres,1986.0,3.0,2.0,63644.0,,1.6300561151480173,5.1328529268205045
NORTHWEST,Bâtiments de Vente et de Services,1970.0,1.0,1.0,106345.0,91.0,9.851420700268024,5.685482717484768
BALLARD,Bâtiments Commerciaux et Administratifs,2001.0,1.0,4.0,71037.0,5.0,7.204764315254369,3.5432754802551445
MAGNOLIA / QUEEN ANNE,Bâtiments Industriels et de Stockage,1974.0,1.0,3.0,56259.0,,7.131367189807732,4.476199804691132
NORTHEAST,Bâtiments Autres,2006.0,1.0,6.0,143439.0,,5.665513871922423,6.567656474305226
LAKE UNION,Bâtiments Commerciaux et Administratifs,2008.0,1.0,4.0,113768.0,73.0,5.0257608052147775,4.140910031369422
LAKE UNION,Bâtiments Commerciaux et Administratifs,2000.0,1.0,2.0,51374.0,33.0,5.11404309821134,3.6689318163042404
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1998.0,1.0,5.0,110524.0,57.0,2.6531753642714038,3.888140064964814
LAKE UNION,Bâtiments de Soins de Santé,1999.0,1.0,4.0,97366.0,,2.9094968030826105,7.052539371830329
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,2000.0,1.0,7.0,157186.0,88.0,2.7134790267340976,4.234975691961846
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1974.0,1.0,5.0,84210.0,85.0,2.3509468323009934,4.19010918420648
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1902.0,1.0,3.0,76893.0,,1.9789137000539045,5.565018367611075
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1975.0,1.0,8.0,126370.0,65.0,1.7407168685780319,4.795211865797184
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1953.0,1.0,7.0,274362.0,82.0,1.2529334806742998,5.002737521969115
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1983.0,1.0,15.0,261722.0,85.0,1.3623424351606903,5.512743027242523
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1963.0,1.0,11.0,169020.0,83.0,1.1816350805391322,5.851109929135334
DOWNTOWN,Bâtiments Autres,1981.0,1.0,33.0,429405.0,98.0,1.1101057635795168,7.561548137463526
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1985.0,1.0,76.0,1632820.0,86.0,0.22276085751067715,6.783959201168626
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1981.0,1.0,19.0,293737.0,90.0,1.023563138107046,4.715816706075155
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1925.0,1.0,18.0,335064.0,68.0,0.910149124470822,6.368667345498175
DOWNTOWN,Bâtiments de Vente et de Services,1929.0,1.0,4.0,78920.0,80.0,0.7859295984499084,4.70817793606232
DOWNTOWN,Bâtiments Autres,1999.0,1.0,1.0,947987.0,,0.8852050995918186,5.784594117392615
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1908.0,1.0,10.0,132998.0,97.0,0.7827191887099404,4.9037921984782065
DOWNTOWN,Bâtiments de Vente et de Services,1940.0,1.0,3.0,83118.0,59.0,0.5717460442476543,3.361069590571376
DOWNTOWN,Bâtiments de Vente et de Services,1924.0,1.0,3.0,77555.0,39.0,0.5486937342981998,4.014579593753238
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1909.0,1.0,6.0,51218.0,57.0,0.6270264708363034,3.050220458838061
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1970.0,1.0,29.0,489182.0,43.0,0.30680308543479934,6.057696945325412
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1929.0,1.0,27.0,203251.0,62.0,0.3282747225521271,6.462592544015427
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1921.0,1.0,13.0,189175.0,13.0,0.3079321502521414,4.895673275626574
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1998.0,1.0,13.0,219322.0,25.0,0.1190925455758899,4.787741711537254
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1910.0,1.0,7.0,122356.0,91.0,0.43075758750667686,3.756538102587751
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1921.0,1.0,3.0,52298.0,89.0,0.15230959481574685,2.6892071133007303
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1911.0,1.0,17.0,116640.0,75.0,0.2193500312493454,5.136151315957647
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1981.0,1.0,42.0,1047934.0,95.0,0.2619804878664079,5.5826688989033615
EAST,Bâtiments Commerciaux et Administratifs,1988.0,1.0,5.0,89025.0,15.0,0.922170072008164,4.504354880749275
CENTRAL,Bâtiments Éducatifs et Culturels,1916.0,1.0,2.0,60122.0,,1.476814807144343,2.333114298028869
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1910.0,1.0,6.0,81300.0,83.0,0.768616618517403,3.4790839203192268
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1971.0,1.0,9.0,224857.0,79.0,0.4014172904536545,5.970419648512232
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1998.0,1.0,8.0,321473.0,96.0,0.7225118627208258,4.560068212075671
GREATER DUWAMISH,Bâtiments Autres,1939.0,1.0,2.0,58492.0,,1.3675078390906832,3.961955374176355
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1907.0,1.0,6.0,62370.0,30.0,1.7158739283542614,3.4452142670789296
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1960.0,1.0,1.0,73296.0,83.0,2.3313067776898975,4.311872374750675
GREATER DUWAMISH,Bâtiments Autres,1944.0,1.0,4.0,99122.0,,2.558784000373662,5.195453731088797
GREATER DUWAMISH,Bâtiments Autres,1985.0,1.0,1.0,66133.0,,2.5789609432416443,4.510199948396864
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1952.0,1.0,2.0,115668.0,,3.233568243176374,4.720550337028165
GREATER DUWAMISH,Bâtiments Autres,1970.0,1.0,1.0,141686.0,,4.708187441917773,3.8611506750543896
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1950.0,1.0,1.0,93610.0,95.0,5.345519549096487,5.03226631422255
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1973.0,1.0,2.0,156188.0,67.0,5.869090411349971,4.125843229281472
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1966.0,1.0,1.0,115620.0,11.0,6.240044697374298,2.681706225762608
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1975.0,1.0,5.0,238148.0,93.0,6.461109175562111,4.332311042427949
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1969.0,1.0,1.0,71718.0,100.0,6.867908054692834,0.7227059828014898
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1969.0,1.0,1.0,55450.0,31.0,7.64203184382208,4.887638691386985
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1979.0,1.0,1.0,54880.0,32.0,8.844299024541245,4.505681287487349
DELRIDGE,Bâtiments de Vente et de Services,1992.0,1.0,1.0,102500.0,81.0,9.581131970910054,5.072357352724253
NORTHEAST,Bâtiments Autres,2002.0,1.0,6.0,88498.0,,7.162290182318698,4.795129169911258
GREATER DUWAMISH,Bâtiments de Vente et de Services,1963.0,1.0,1.0,50785.0,57.0,3.847055098679662,5.280306133746185
DELRIDGE,Bâtiments Commerciaux et Administratifs,1929.0,1.0,3.0,85126.0,1.0,7.120298945192936,5.1187719527008335
NORTH,Bâtiments Autres,2000.0,1.0,5.0,283435.0,,11.590720225627626,4.606569206901798
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1986.0,1.0,1.0,411584.0,43.0,4.338014585740859,6.1233477071431475
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,2008.0,1.0,4.0,142510.0,77.0,3.3887334663611903,4.226979720014808
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1900.0,1.0,6.0,79920.0,83.0,0.6544307598412692,4.323470185213858
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1946.0,1.0,1.0,179413.0,57.0,4.191393141741747,3.223664341599998
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1917.0,1.0,1.0,65288.0,,3.3346571888125154,1.6524974018945473
DELRIDGE,Bâtiments Industriels et de Stockage,1966.0,1.0,1.0,170632.0,98.0,4.02390746489983,1.6486586255873816
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1994.0,1.0,10.0,381511.0,87.0,3.131603409806817,4.673949701382917
DOWNTOWN,Bâtiments Commerciaux et Administratifs,2009.0,1.0,17.0,275166.0,91.0,0.5737738967316837,4.564660642649882
NORTHEAST,Bâtiments de Vente et de Services,1956.0,1.0,2.0,93803.0,,6.89670365543709,4.713217090071225
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1966.0,1.0,2.0,123000.0,47.0,10.887247000544178,3.088311454847084
EAST,Bâtiments Commerciaux et Administratifs,2003.0,1.0,5.0,162150.0,70.0,0.9138979348402565,4.252771798816619
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1978.0,1.0,1.0,60448.0,90.0,11.0574700745215,3.3407394126250414
EAST,Bâtiments de Soins de Santé,1994.0,7.0,14.0,1765970.0,54.0,0.9489481573727638,9.418017736032445
MAGNOLIA / QUEEN ANNE,Bâtiments Autres,1928.0,3.0,4.0,62600.0,,2.4566006116624552,6.008911460711703
EAST,Bâtiments Commerciaux et Administratifs,1990.0,1.0,5.0,130262.0,59.0,1.1066301635422622,4.901564199041894
NORTH,Bâtiments Autres,1987.0,1.0,5.0,90266.0,18.0,10.509102641154344,4.01060056878914
BALLARD,Bâtiments Industriels et de Stockage,2004.0,1.0,4.0,80874.0,87.0,6.348813238917402,2.740194654428777
EAST,Bâtiments d'Hébergement,2003.0,1.0,6.0,100528.0,28.0,1.256109395449026,6.119769807260906
MAGNOLIA / QUEEN ANNE,Bâtiments Autres,1999.0,1.0,5.0,141718.0,,2.132622995558454,5.835483025645868
MAGNOLIA / QUEEN ANNE,Bâtiments d'Hébergement,2008.0,1.0,5.0,90583.0,8.0,2.646196559689949,5.634682454571901
EAST,Bâtiments Industriels et de Stockage,1988.0,1.0,4.0,132828.0,83.0,1.9101035463270721,2.1471001901536506
DELRIDGE,Bâtiments Industriels et de Stockage,1970.0,1.0,1.0,70400.0,1.0,7.342510100651152,5.652524267372389
NORTHWEST,Bâtiments de Vente et de Services,1995.0,1.0,1.0,101830.0,60.0,12.155149885335302,5.6907647775748975
CENTRAL,Bâtiments Éducatifs et Culturels,1974.0,2.0,4.0,114000.0,,2.3289674652053263,4.706914169871375
GREATER DUWAMISH,Bâtiments Autres,2002.0,1.0,3.0,338063.0,,2.7365289861251996,5.562564472740664
SOUTHWEST,Bâtiments Industriels et de Stockage,1965.0,1.0,1.0,152365.0,88.0,4.068750052417206,2.644044871126298
CENTRAL,Bâtiments Commerciaux et Administratifs,1910.0,1.0,6.0,320946.0,57.0,1.8141961545191834,5.251487779191239
GREATER DUWAMISH,Bâtiments de Vente et de Services,1958.0,1.0,1.0,74178.0,,6.323065982273506,4.911330479685645
NORTH,Bâtiments Industriels et de Stockage,1987.0,1.0,4.0,80360.0,96.0,11.695136151689217,2.848970892158587
EAST,Bâtiments de Vente et de Services,1996.0,1.0,3.0,119190.0,71.0,1.3003120988135517,5.5909869805108565
GREATER DUWAMISH,Bâtiments Autres,2008.0,1.0,2.0,51856.0,,1.407746607941365,2.6748380668960965
NORTHEAST,Bâtiments Commerciaux et Administratifs,1960.0,1.0,3.0,65434.0,1.0,6.514410761200988,4.865455367582921
NORTHEAST,Bâtiments Éducatifs et Culturels,1957.0,1.0,2.0,22220.0,90.0,8.688547172913967,3.4885975719429885
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1976.0,1.0,1.0,44100.0,1.0,7.079753286220887,2.5087859235779435
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1965.0,1.0,1.0,27800.0,13.0,7.123645785980978,3.234355395716587
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,2001.0,1.0,1.0,46340.0,3.0,5.635382106065431,2.9375733593804587
GREATER DUWAMISH,Bâtiments Autres,1994.0,3.0,1.0,22800.0,,7.392744930849265,4.629862798578463
CENTRAL,Bâtiments Commerciaux et Administratifs,1910.0,1.0,3.0,38460.0,69.0,1.4857727715807498,3.6114583071453517
NORTHWEST,Bâtiments Éducatifs et Culturels,1922.0,1.0,2.0,21022.0,54.0,9.11810515115762,3.8031005982039594
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1967.0,1.0,1.0,48001.0,49.0,11.148938073044022,4.471181545984774
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1979.0,1.0,1.0,26380.0,,10.909477083108076,1.5216989981260935
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1969.0,1.0,1.0,37351.0,10.0,11.238174782820963,4.357221515754911
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1981.0,1.0,1.0,30375.0,73.0,11.148938073044022,1.2267122912954254
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1979.0,1.0,1.0,30004.0,,11.134653215061162,1.2725655957915476
NORTHEAST,Bâtiments Autres,1928.0,1.0,3.0,39971.0,,10.101775591451815,6.033254073418364
BALLARD,Bâtiments Éducatifs et Culturels,1914.0,1.0,2.0,33589.0,90.0,9.077590349004208,3.132446096869813
BALLARD,Bâtiments Commerciaux et Administratifs,1979.0,1.0,3.0,43500.0,46.0,7.782338926474699,3.1633631149379418
BALLARD,Bâtiments Commerciaux et Administratifs,1978.0,1.0,2.0,28492.0,12.0,9.622630886501879,3.6579046498145056
BALLARD,Bâtiments Commerciaux et Administratifs,1963.0,1.0,3.0,22325.0,,9.498914417694518,2.3767644911682972
BALLARD,Bâtiments de Vente et de Services,1977.0,1.0,3.0,22719.0,,9.474263300625505,2.3485140248824456
DOWNTOWN,Bâtiments de Soins de Santé,1946.0,1.0,2.0,22588.0,,1.235528950513338,3.942552210462969
DOWNTOWN,Bâtiments de Vente et de Services,1917.0,1.0,2.0,147545.0,69.0,1.6359462401663905,5.140200498450899
NORTH,Bâtiments Autres,1923.0,1.0,2.0,21462.0,,8.778665672164255,2.1713368063840917
NORTHWEST,Bâtiments Autres,1917.0,1.0,2.0,28072.0,,8.16317233500381,4.166355098198372
DOWNTOWN,Bâtiments de Vente et de Services,1955.0,1.0,2.0,31020.0,,1.593735465368452,5.340418542566672
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1917.0,1.0,2.0,21600.0,,1.5979241705621074,3.4216533902295376
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1974.0,1.0,5.0,48505.0,59.0,1.7893173485357563,4.95723451736914
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1942.0,1.0,3.0,64630.0,96.0,1.8949084985812834,2.3813962734183356
DOWNTOWN,Bâtiments Éducatifs et Culturels,1948.0,1.0,2.0,20920.0,15.0,1.8142621808658654,3.7656089869726097
SOUTHWEST,Bâtiments Éducatifs et Culturels,1926.0,1.0,2.0,22128.0,94.0,6.828410529050312,3.267284964075888
NORTHWEST,Bâtiments de Vente et de Services,1968.0,1.0,1.0,48139.0,98.0,13.633807181592823,3.219675505038765
SOUTHWEST,Bâtiments Éducatifs et Culturels,1949.0,1.0,2.0,21364.0,86.0,5.897801033804535,3.8022081394209395
DOWNTOWN,Bâtiments Éducatifs et Culturels,1992.0,1.0,2.0,28923.0,,1.3818723982129952,2.7893229212309465
DOWNTOWN,Bâtiments Éducatifs et Culturels,1928.0,1.0,3.0,21600.0,,1.4406576124102803,1.9919755158985601
NORTHEAST,Bâtiments de Vente et de Services,1996.0,1.0,1.0,25735.0,82.0,7.108304775988132,2.9496883350525844
NORTHEAST,Bâtiments de Vente et de Services,1956.0,1.0,2.0,25862.0,20.0,6.89670365543709,5.044521290095393
NORTHEAST,Bâtiments de Vente et de Services,2003.0,1.0,2.0,49965.0,82.0,6.89670365543709,3.4190372997904865
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1929.0,1.0,2.0,20028.0,95.0,0.2849786306817792,2.7226103524335397
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1900.0,1.0,7.0,23622.0,100.0,0.28286512750132853,2.3933394562625097
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1902.0,1.0,3.0,23563.0,67.0,0.2938617847555524,1.9685099809725544
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1906.0,1.0,5.0,26840.0,24.0,0.0847217061217194,2.6993457604720636
DOWNTOWN,Bâtiments de Vente et de Services,1906.0,1.0,2.0,46800.0,86.0,0.0847217061217194,2.2700619012884857
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1979.0,1.0,3.0,37350.0,51.0,0.08035100672153399,2.749192144433385
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1908.0,1.0,3.0,28800.0,50.0,1.3998364081680146,3.39484390768998
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1954.0,1.0,3.0,28584.0,75.0,1.821514257888424,4.117898315175836
DOWNTOWN,Bâtiments de Vente et de Services,1931.0,1.0,2.0,26270.0,32.0,1.7025806285140288,3.549042508926137
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1926.0,1.0,3.0,49800.0,50.0,1.6064047490603839,2.869601996409779
DOWNTOWN,Bâtiments d'Hébergement,1990.0,1.0,5.0,57800.0,87.0,1.3891779256936647,4.209011637200227
DOWNTOWN,Bâtiments Autres,1955.0,1.0,2.0,31890.0,2.0,0.9434293971079747,2.6354795082673745
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1925.0,1.0,2.0,30438.0,53.0,0.9282765504315261,3.7539647007698704
DOWNTOWN,Bâtiments de Vente et de Services,1923.0,1.0,3.0,22381.0,,1.0101639754242298,4.850310035174197
DOWNTOWN,Bâtiments de Soins de Santé,1926.0,1.0,4.0,49249.0,,2.138649421121842,7.1444545351588395
DOWNTOWN,Bâtiments de Vente et de Services,1925.0,1.0,1.0,23562.0,,2.1758840304170386,2.4965057856313524
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1952.0,1.0,4.0,26670.0,51.0,1.2455919064842602,2.4706386779902956
DOWNTOWN,Bâtiments Autres,1922.0,1.0,2.0,37740.0,,1.47711469402,4.466137977292534
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1965.0,1.0,1.0,23752.0,,1.5253323720305094,3.4445761049641
DOWNTOWN,Bâtiments d'Hébergement,1967.0,1.0,4.0,44416.0,61.0,1.5789919914920698,4.3010876921685295
NORTHWEST,Bâtiments Éducatifs et Culturels,1928.0,1.0,2.0,45991.0,77.0,6.792734721355987,3.6224725219163374
NORTHEAST,Bâtiments Commerciaux et Administratifs,1989.0,1.0,2.0,20384.0,16.0,7.053690151263125,2.702032128776647
NORTHEAST,Bâtiments de Vente et de Services,1956.0,1.0,2.0,39265.0,,6.89670365543709,3.873697891106478
NORTHEAST,Bâtiments de Vente et de Services,1956.0,1.0,2.0,54284.0,18.0,6.89670365543709,4.168369197570074
NORTHEAST,Bâtiments de Vente et de Services,1956.0,1.0,1.0,23409.0,67.0,6.89670365543709,3.3813347525659037
NORTHEAST,Bâtiments de Vente et de Services,1997.0,1.0,1.0,63153.0,,6.89670365543709,3.8848573373553763
NORTHEAST,Bâtiments d'Hébergement,1961.0,2.0,2.0,24100.0,91.0,6.948090121237461,3.8622023104441903
DOWNTOWN,Bâtiments de Vente et de Services,1923.0,1.0,3.0,33600.0,,1.170513733549532,4.63463189613771
DOWNTOWN,Bâtiments Autres,1927.0,1.0,4.0,32356.0,81.0,1.0576872431637856,4.3296801543016725
DOWNTOWN,Bâtiments d'Hébergement,1960.0,1.0,7.0,48220.0,24.0,1.5138549682412192,4.846546505563361
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1978.0,1.0,5.0,32256.0,51.0,1.143360972443281,4.606669062111827
NORTHWEST,Bâtiments Éducatifs et Culturels,1948.0,1.0,2.0,21393.0,57.0,7.7714691711626465,3.5157158351047473
DOWNTOWN,Bâtiments Éducatifs et Culturels,1910.0,1.0,3.0,28800.0,,1.3238315366554274,2.2460147415056513
DOWNTOWN,Bâtiments Éducatifs et Culturels,1957.0,1.0,2.0,21600.0,72.0,1.3707339415667876,3.6856241613932634
DOWNTOWN,Bâtiments Éducatifs et Culturels,1995.0,1.0,3.0,22860.0,43.0,1.3247226368828569,2.0135687975291283
NORTHEAST,Bâtiments Éducatifs et Culturels,1972.0,1.0,1.0,26366.0,88.0,8.057030734385064,3.503152104185149
SOUTHEAST,Bâtiments Éducatifs et Culturels,1965.0,1.0,2.0,21732.0,2.0,8.480869767706281,3.202339856228101
NORTHEAST,Bâtiments de Vente et de Services,1900.0,1.0,3.0,32960.0,71.0,6.333467578214159,1.8976198599275322
NORTHEAST,Bâtiments Autres,1921.0,1.0,3.0,29636.0,,6.395207570154593,1.7578579175523736
NORTHEAST,Bâtiments d'Hébergement,1930.0,1.0,3.0,20571.0,72.0,6.283097302700024,1.7900914121273581
NORTHEAST,Bâtiments Éducatifs et Culturels,1926.0,1.0,2.0,47992.0,17.0,6.238051501336342,4.782227913106947
NORTHEAST,Bâtiments Éducatifs et Culturels,1989.0,5.0,3.0,21500.0,44.0,9.456106736357388,5.316402834094422
LAKE UNION,Bâtiments Commerciaux et Administratifs,2012.0,1.0,2.0,57619.0,68.0,4.8189793486699015,3.0483247236731614
DOWNTOWN,Bâtiments d'Hébergement,1925.0,1.0,9.0,104000.0,8.0,1.0786265006460247,5.8771754007058545
GREATER DUWAMISH,Bâtiments Autres,1969.0,1.0,2.0,41790.0,,3.475008628891255,3.5371840908617425
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1900.0,1.0,5.0,39960.0,77.0,0.21543875727295903,3.9314333989479695
DOWNTOWN,Bâtiments Industriels et de Stockage,1900.0,1.0,5.0,33300.0,,0.20303857307765572,0.4885800148186709
DOWNTOWN,Bâtiments d'Hébergement,1926.0,1.0,11.0,36240.0,98.0,0.2537130828391099,4.803283067577055
DOWNTOWN,Bâtiments Autres,1922.0,1.0,3.0,32360.0,,0.3373620204826679,4.986888900366255
DOWNTOWN,Bâtiments Autres,1908.0,1.0,5.0,41536.0,,0.18884734496659344,2.9992261628082466
DOWNTOWN,Bâtiments d'Hébergement,1909.0,1.0,6.0,35820.0,94.0,0.4702158146435714,4.879615031657852
SOUTHWEST,Bâtiments Éducatifs et Culturels,1922.0,1.0,2.0,33462.0,76.0,5.859953578083979,5.226982468943414
SOUTHWEST,Bâtiments Éducatifs et Culturels,1965.0,1.0,3.0,49744.0,98.0,5.868616674115373,4.503026712319388
SOUTHWEST,Bâtiments Éducatifs et Culturels,1923.0,1.0,2.0,37816.0,60.0,6.032207961192432,3.794364961959914
SOUTHWEST,Bâtiments Autres,1948.0,1.0,1.0,28397.0,,5.953092008820729,4.61719756620081
SOUTHWEST,Bâtiments de Vente et de Services,1946.0,1.0,2.0,25762.0,100.0,5.971979258748453,2.659559991941776
SOUTHWEST,Bâtiments Autres,1984.0,1.0,1.0,33334.0,,5.794382872992765,5.353278924622011
SOUTHWEST,Bâtiments Commerciaux et Administratifs,1981.0,1.0,3.0,43387.0,60.0,5.871039269740967,3.5596246182566738
NORTH,Bâtiments Autres,1949.0,1.0,1.0,22405.0,,13.142848209826052,4.909488112091298
NORTH,Bâtiments Autres,2013.0,1.0,1.0,32590.0,,13.897268703664702,3.7871398232814557
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1985.0,1.0,1.0,37500.0,36.0,5.951668256722195,2.6504210882655737
CENTRAL,Bâtiments Commerciaux et Administratifs,1990.0,1.0,2.0,39000.0,25.0,2.206346496188418,3.5530597309714014
SOUTHWEST,Bâtiments Autres,1924.0,1.0,1.0,22180.0,,6.409404097534245,4.997212273764115
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1969.0,1.0,1.0,25920.0,,3.00928032444113,2.601207105484161
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1953.0,1.0,1.0,25480.0,,3.0227919892718322,1.8196988379172965
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1970.0,1.0,2.0,31000.0,,3.1085919531000052,3.0411835364579085
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1961.0,1.0,1.0,29740.0,57.0,3.0723783833151503,3.035914063186823
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1954.0,1.0,1.0,23236.0,,3.0399657336242827,2.640484881606444
SOUTHEAST,Bâtiments Commerciaux et Administratifs,2009.0,1.0,3.0,38075.0,,3.1186497912384663,2.997730276216664
SOUTHEAST,Bâtiments Commerciaux et Administratifs,1970.0,1.0,2.0,39170.0,81.0,3.326437602401929,4.159820144181012
SOUTHEAST,Bâtiments Autres,1977.0,1.0,1.0,36070.0,,3.5185260554621873,2.402430427963762
SOUTHEAST,Bâtiments Autres,1963.0,1.0,2.0,20047.0,,4.996749754584804,0.5988365010887039
GREATER DUWAMISH,Bâtiments de Vente et de Services,1914.0,1.0,1.0,20000.0,75.0,3.44474316376617,1.5871923034867808
