Neighborhood,GroupedPrimaryPropertyTypes,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFABuilding(s),ENERGYSTARScore,DistanceToDowntown,Log_TotalGHGEmissions
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1983.0,1.0,29.0,500000.0,93.0,0.7007591763210111,4.885827643502908
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1926.0,1.0,10.0,132326.0,72.0,0.5907785458421287,4.192680462942962
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1984.0,1.0,6.0,96630.0,45.0,0.6119235003051009,3.9539324085053558
DOWNTOWN,Bâtiments d'Hébergement,1973.0,1.0,19.0,272787.0,6.0,0.5726962701685374,7.292677485858972
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1910.0,1.0,10.0,130513.0,49.0,0.597457048169026,5.765441855042929
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1920.0,1.0,8.0,60660.0,,0.5466644118076803,2.946016681308058
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1929.0,1.0,14.0,137350.0,89.0,0.5042609777352195,5.318070973034873
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1985.0,1.0,30.0,620338.0,72.0,0.6473249557582068,6.677146431556656
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1906.0,1.0,4.0,63540.0,72.0,0.6846176563789618,4.328493992712844
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1927.0,1.0,10.0,130893.0,80.0,0.6429737672754513,3.9027804240612136
DOWNTOWN,Bâtiments Autres,1996.0,1.0,6.0,61423.0,,0.7396663894352267,5.225907951029896
DOWNTOWN,Bâtiments Autres,1996.0,1.0,4.0,100375.0,,0.7615628754108504,5.002267044425739
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1989.0,1.0,56.0,1215718.0,97.0,0.6133084483577087,6.2667830040763
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1980.0,1.0,36.0,794592.0,96.0,0.5270655328114309,5.381876959646967
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1971.0,1.0,21.0,363100.0,74.0,0.4685971105999418,4.9143446337779695
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1986.0,1.0,12.0,100717.0,89.0,0.8029923577846141,3.5313480661272005
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1999.0,1.0,4.0,70000.0,72.0,1.2475756015388577,3.487986511734546
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1998.0,1.0,11.0,189629.0,72.0,1.299884508629116,4.5424433560797866
DOWNTOWN,Bâtiments Autres,1985.0,1.0,12.0,155500.0,,1.1189248861747922,4.621535540074356
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1923.0,1.0,11.0,102846.0,96.0,0.9329319704534426,5.6438555260758525
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1925.0,1.0,4.0,52800.0,83.0,1.0357760478282152,3.8172726688823353
DOWNTOWN,Bâtiments de Vente et de Services,1929.0,1.0,8.0,861702.0,,0.7464987673004627,5.7985773702092445
EAST,Bâtiments Autres,1999.0,1.0,5.0,109550.0,,0.6448691648103373,5.521820853077794
EAST,Bâtiments Autres,1988.0,1.0,9.0,46710.0,,0.723916769016419,4.880450675722129
EAST,Bâtiments Commerciaux et Administratifs,1945.0,1.0,3.0,162000.0,65.0,0.723916769016419,5.30900999608678
EAST,Bâtiments Commerciaux et Administratifs,1992.0,1.0,14.0,282363.0,58.0,0.8437352015977934,5.00051761590797
LAKE UNION,Bâtiments d'Hébergement,1979.0,1.0,5.0,79608.0,34.0,1.9401369274145794,5.49986949161877
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1981.0,1.0,5.0,237282.0,77.0,2.810080796502874,4.7461487792476635
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,2001.0,1.0,1.0,123061.0,59.0,4.973568991007055,2.698673039289613
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1963.0,1.0,1.0,59090.0,45.0,6.29276901557624,4.771616393623756
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1963.0,1.0,1.0,106000.0,93.0,6.478737946682196,1.843719208158766
LAKE UNION,Bâtiments Commerciaux et Administratifs,1962.0,1.0,3.0,120200.0,19.0,3.2128514320472217,5.471850417308912
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1960.0,1.0,1.0,119661.0,97.0,7.531396809198149,1.8625285401162623
LAKE UNION,Bâtiments Commerciaux et Administratifs,2001.0,1.0,7.0,94472.0,81.0,2.7607776357361895,3.44265917146975
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1984.0,1.0,6.0,61800.0,95.0,2.3990890829707907,3.1072736482868986
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1996.0,2.0,5.0,98055.0,83.0,2.771084356054305,3.7005609588877744
LAKE UNION,Bâtiments Commerciaux et Administratifs,2001.0,1.0,3.0,56041.0,7.0,4.771636703834606,5.92937635479456
NORTH,Bâtiments Commerciaux et Administratifs,1974.0,1.0,5.0,74880.0,56.0,10.69072961811211,3.6054978451748854
NORTH,Bâtiments Commerciaux et Administratifs,1979.0,1.0,6.0,88774.0,53.0,10.572869717179682,3.7618975468505083
NORTH,Bâtiments Commerciaux et Administratifs,1983.0,1.0,5.0,122250.0,93.0,10.48118133143329,3.678576561118039
NORTH,Bâtiments Commerciaux et Administratifs,1979.0,1.0,4.0,53730.0,20.0,10.651262930537664,3.5281236752345424
DELRIDGE,Bâtiments Commerciaux et Administratifs,1960.0,1.0,3.0,55593.0,55.0,4.801331577981903,4.545738602218665
LAKE UNION,Bâtiments Commerciaux et Administratifs,1982.0,1.0,4.0,73096.0,54.0,1.9680506746650759,3.5183876490735586
GREATER DUWAMISH,Bâtiments de Vente et de Services,2005.0,1.0,1.0,158415.0,25.0,4.420522291308449,6.1213737625622064
LAKE UNION,Bâtiments Commerciaux et Administratifs,1929.0,1.0,8.0,287819.0,,1.578166288014275,5.858133134486126
EAST,Bâtiments Autres,1975.0,1.0,8.0,158738.0,,0.6587226177854112,7.146669812008544
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1985.0,1.0,4.0,58195.0,81.0,2.428778778800338,3.0846584827483925
BALLARD,Bâtiments de Vente et de Services,1999.0,1.0,1.0,164437.0,62.0,6.7129021019131585,5.790510478166025
LAKE UNION,Bâtiments Commerciaux et Administratifs,2009.0,1.0,5.0,118248.0,95.0,2.134045765862567,3.7249702742582897
LAKE UNION,Bâtiments de Soins de Santé,1928.0,1.0,3.0,55200.0,,2.0733359565015923,5.601048137201335
LAKE UNION,Bâtiments de Soins de Santé,2003.0,1.0,4.0,129366.0,,1.9710045186448695,6.746212343635318
LAKE UNION,Bâtiments Commerciaux et Administratifs,2004.0,1.0,6.0,86700.0,96.0,2.012193648457621,3.1599747169480397
LAKE UNION,Bâtiments Commerciaux et Administratifs,2009.0,1.0,5.0,172371.0,96.0,2.0975485717208846,4.1420229975388425
LAKE UNION,Bâtiments Industriels et de Stockage,1914.0,1.0,5.0,127800.0,56.0,2.3023860985519224,3.4187098067467865
LAKE UNION,Bâtiments Commerciaux et Administratifs,2002.0,1.0,5.0,353919.0,71.0,2.628302437859798,6.45110213410454
LAKE UNION,Bâtiments Commerciaux et Administratifs,2001.0,1.0,6.0,131592.0,49.0,2.3632001267268445,4.560591142590124
LAKE UNION,Bâtiments Autres,1997.0,1.0,5.0,535947.0,,2.628302437859798,8.293161746040733
LAKE UNION,Bâtiments Commerciaux et Administratifs,2006.0,1.0,4.0,136143.0,97.0,1.8414217160366997,4.817697584839112
LAKE UNION,Bâtiments Commerciaux et Administratifs,2006.0,1.0,6.0,193198.0,97.0,1.8438491964744874,4.256888491407381
LAKE UNION,Bâtiments de Soins de Santé,1963.0,1.0,4.0,102235.0,,2.1767852177647984,6.3769990197272675
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1974.0,1.0,5.0,67236.0,80.0,2.658910069986308,3.21124679770371
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1972.0,1.0,5.0,66762.0,69.0,2.678311340025795,3.2703291064571163
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1970.0,1.0,5.0,66762.0,86.0,2.678311340025795,3.232778730037192
NORTHEAST,Bâtiments Commerciaux et Administratifs,1988.0,1.0,4.0,108344.0,5.0,6.025206560671814,6.17142916182822
NORTHEAST,Bâtiments Commerciaux et Administratifs,1994.0,1.0,4.0,95995.0,21.0,6.094121852789816,4.369321262176328
BALLARD,Bâtiments Industriels et de Stockage,1946.0,2.0,2.0,111445.0,,8.344486574542458,5.1049146397432645
SOUTHWEST,Bâtiments Industriels et de Stockage,1997.0,1.0,4.0,98475.0,83.0,4.916242683009551,3.154443964708812
LAKE UNION,Bâtiments de Soins de Santé,2000.0,1.0,7.0,201075.0,23.0,2.4261365952235945,6.9408321573749285
NORTH,Bâtiments de Vente et de Services,1995.0,1.0,2.0,121087.0,78.0,13.555407980467017,5.631140094664089
GREATER DUWAMISH,Bâtiments de Vente et de Services,2008.0,1.0,1.0,63225.0,100.0,4.021687547464598,3.8388069430968867
DELRIDGE,Bâtiments Autres,1955.0,1.0,1.0,113780.0,,4.650117606176358,4.812021740525323
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1999.0,1.0,1.0,243044.0,100.0,4.589221632728454,3.756538102587751
LAKE UNION,Bâtiments Autres,2001.0,1.0,3.0,123940.0,,5.093291453721603,4.398391988760146
MAGNOLIA / QUEEN ANNE,Bâtiments Autres,1952.0,1.0,3.0,53464.0,,3.434277039653177,3.8905950580145254
NORTHWEST,Bâtiments de Vente et de Services,1997.0,1.0,1.0,131387.0,72.0,12.885337539750212,4.7136657821413905
NORTHWEST,Bâtiments Industriels et de Stockage,1999.0,1.0,3.0,94400.0,38.0,13.21541140169908,2.419478844465545
NORTHWEST,Bâtiments Autres,1964.0,6.0,1.0,111900.0,,13.427273737499437,5.426842498736322
NORTHWEST,Bâtiments de Vente et de Services,1984.0,1.0,1.0,144776.0,56.0,13.692555292367196,5.473907988002699
NORTHWEST,Bâtiments de Vente et de Services,1967.0,1.0,1.0,114000.0,79.0,13.349493125107252,6.317651932644658
NORTHWEST,Bâtiments de Vente et de Services,1997.0,1.0,1.0,50083.0,78.0,13.199645718434885,5.074673690192145
LAKE UNION,Bâtiments Commerciaux et Administratifs,1988.0,1.0,3.0,95426.0,73.0,5.325666324930439,3.580737295494233
LAKE UNION,Bâtiments Commerciaux et Administratifs,2000.0,1.0,4.0,53472.0,84.0,5.1414788229650545,3.338257581888281
LAKE UNION,Bâtiments Commerciaux et Administratifs,2001.0,1.0,3.0,62332.0,70.0,4.996340579624544,3.65687265797885
LAKE UNION,Bâtiments Commerciaux et Administratifs,1999.0,1.0,3.0,166128.0,96.0,4.932398404168238,4.558812062009942
LAKE UNION,Bâtiments Commerciaux et Administratifs,1999.0,1.0,4.0,140302.0,89.0,5.007154981302412,4.454463568563388
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1982.0,1.0,5.0,268920.0,95.0,5.967346174220013,3.9994842811981406
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1967.0,1.0,2.0,90000.0,87.0,6.146950080689389,2.89977188240808
GREATER DUWAMISH,Bâtiments de Vente et de Services,1966.0,1.0,1.0,50200.0,,6.10670010578159,3.503152104185149
BALLARD,Bâtiments Commerciaux et Administratifs,1925.0,1.0,6.0,87833.0,,8.09655379897973,4.797772052189602
BALLARD,Bâtiments Industriels et de Stockage,1941.0,1.0,2.0,63240.0,100.0,7.943375468066909,2.21375387928743
BALLARD,Bâtiments Autres,2008.0,1.0,5.0,140415.0,,7.085111087561431,6.026711027295051
MAGNOLIA / QUEEN ANNE,Bâtiments Industriels et de Stockage,1988.0,1.0,4.0,106893.0,,5.6223179467922755,1.4469189829363254
MAGNOLIA / QUEEN ANNE,Bâtiments Industriels et de Stockage,1997.0,1.0,4.0,106041.0,94.0,6.426605744390017,3.2801590532850993
MAGNOLIA / QUEEN ANNE,Bâtiments Industriels et de Stockage,1956.0,1.0,3.0,94470.0,,4.690969933215868,3.5316406776874447
DOWNTOWN,Bâtiments Commerciaux et Administratifs,2002.0,1.0,10.0,143508.0,88.0,0.733464277574951,3.993602992420569
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1966.0,1.0,1.0,22780.0,33.0,6.4052650306443555,1.33500106673234
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1967.0,1.0,1.0,124472.0,62.0,7.037145996521407,5.473782135878778
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1970.0,1.0,22.0,129000.0,95.0,0.14269747470634406,4.097838451476356
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1967.0,1.0,1.0,50065.0,72.0,7.037145996521407,3.776203282285611
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1969.0,1.0,1.0,57540.0,26.0,6.538508234058439,4.35259782398307
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1966.0,1.0,1.0,85400.0,49.0,6.293293205349866,2.4612967841488667
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1966.0,1.0,1.0,55700.0,63.0,6.227590315087394,1.5303947050936475
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1964.0,1.0,1.0,53250.0,96.0,6.170795991935086,3.86974161317154
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1987.0,1.0,6.0,50245.0,98.0,2.4624449096138488,3.388787361585474
NORTHWEST,Bâtiments Industriels et de Stockage,1986.0,1.0,3.0,64660.0,89.0,12.017358248438837,1.9906103279732201
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1968.0,1.0,1.0,161678.0,25.0,3.8817116979591386,5.326953413084369
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1949.0,1.0,1.0,101101.0,1.0,4.033122794473168,5.035067710236841
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1980.0,1.0,1.0,52613.0,80.0,3.8682684291523755,3.497113438491982
GREATER DUWAMISH,Bâtiments Autres,1940.0,1.0,1.0,56608.0,,4.131847827086252,4.32161292811326
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1953.0,1.0,1.0,104099.0,,4.296893973901327,4.96535894922662
NORTHWEST,Bâtiments de Vente et de Services,2003.0,1.0,1.0,50734.0,41.0,9.8785063957123,6.02931412838173
NORTH,Bâtiments de Vente et de Services,1980.0,1.0,1.0,58480.0,37.0,14.352014930640598,5.611447863453405
LAKE UNION,Bâtiments Commerciaux et Administratifs,2005.0,1.0,6.0,211900.0,95.0,1.711728106062014,4.0239220979255546
LAKE UNION,Bâtiments de Vente et de Services,1996.0,1.0,4.0,104014.0,42.0,1.6850049066704524,5.2554620562416074
CENTRAL,Bâtiments Commerciaux et Administratifs,1914.0,1.0,2.0,62220.0,32.0,2.2035610315959038,3.677565694213663
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1970.0,1.0,1.0,65430.0,89.0,2.0878765016021665,4.5134933974161875
NORTHEAST,Bâtiments Commerciaux et Administratifs,2006.0,1.0,3.0,59850.0,26.0,7.101032522133685,3.9154172384961616
CENTRAL,Bâtiments Autres,1926.0,1.0,3.0,80004.0,,2.0701894113920924,4.457597821520956
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1991.0,1.0,2.0,323916.0,92.0,4.574056868744146,5.573863596655295
LAKE UNION,Bâtiments Commerciaux et Administratifs,1978.0,1.0,4.0,54175.0,,3.9696323084705263,3.551053137206533
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1989.0,1.0,2.0,98024.0,94.0,7.576325928372505,3.7669972333778885
LAKE UNION,Bâtiments Commerciaux et Administratifs,1990.0,1.0,5.0,77953.0,62.0,2.2247624495313674,3.6054978451748854
NORTH,Bâtiments de Vente et de Services,1950.0,1.0,2.0,302812.0,97.0,11.421117714265959,4.86976273521484
NORTHWEST,Bâtiments Commerciaux et Administratifs,1974.0,1.0,5.0,86400.0,53.0,11.389108760703412,5.685448767967697
NORTH,Bâtiments Autres,1969.0,1.0,2.0,98539.0,,11.661946868151068,3.8605191625610304
NORTHWEST,Bâtiments Commerciaux et Administratifs,1981.0,1.0,6.0,86483.0,56.0,11.375045006329795,3.814410176561146
DELRIDGE,Bâtiments Industriels et de Stockage,1976.0,1.0,1.0,51600.0,75.0,7.334237379910062,3.139832617527748
DELRIDGE,Bâtiments Industriels et de Stockage,1968.0,1.0,1.0,140520.0,61.0,7.58289328561564,4.072950669534428
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1986.0,1.0,5.0,91649.0,95.0,2.973815184339313,4.092342559551428
NORTHWEST,Bâtiments Autres,2005.0,1.0,3.0,69854.0,,11.5476584262964,3.917607383722047
NORTHWEST,Bâtiments Commerciaux et Administratifs,2005.0,1.0,3.0,63909.0,,11.966139533843414,3.5328102684640474
NORTHWEST,Bâtiments Industriels et de Stockage,1948.0,1.0,2.0,53472.0,,10.378013895547674,3.5553480614894135
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1980.0,1.0,1.0,50417.0,14.0,8.684572657541308,4.088829381533991
NORTHWEST,Bâtiments Commerciaux et Administratifs,1961.0,1.0,3.0,133298.0,21.0,11.06042735404882,5.691979762537049
NORTH,Bâtiments de Vente et de Services,1965.0,1.0,2.0,168619.0,78.0,11.421117714265959,4.522874943261261
LAKE UNION,Bâtiments Commerciaux et Administratifs,2000.0,1.0,4.0,104500.0,91.0,2.160910082952017,3.8334126048462345
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1969.0,1.0,2.0,104786.0,93.0,4.906424413380113,3.213260086082565
GREATER DUWAMISH,Bâtiments Autres,2000.0,1.0,1.0,11440.0,,5.242502001561368,3.929862923556477
GREATER DUWAMISH,Bâtiments Autres,1973.0,1.0,1.0,110689.0,,5.294657784117114,4.68978703170797
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1948.0,1.0,1.0,53620.0,86.0,5.417576932556299,3.1406980438041767
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1938.0,1.0,1.0,50008.0,62.0,5.4238806886496125,4.194189897191817
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,2009.0,1.0,4.0,191000.0,98.0,3.3887334663611903,3.9267145541711357
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1957.0,1.0,1.0,50832.0,63.0,4.39547865594657,4.683611612294654
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1971.0,1.0,1.0,76354.0,70.0,4.8504187156275975,3.058237478905388
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1956.0,1.0,1.0,98480.0,65.0,4.39851554211073,3.7013019741124933
LAKE UNION,Bâtiments Autres,1920.0,1.0,3.0,106003.0,,2.934734301253122,6.008862324284403
LAKE UNION,Bâtiments Commerciaux et Administratifs,1971.0,1.0,11.0,124721.0,58.0,2.8145373707041625,5.90478947719715
LAKE UNION,Bâtiments Commerciaux et Administratifs,1970.0,1.0,7.0,94002.0,70.0,3.2287200238574894,3.7005609588877744
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1974.0,1.0,1.0,93020.0,60.0,5.562809428087368,2.2752138961979136
DOWNTOWN,Bâtiments Autres,1946.0,1.0,1.0,23000.0,,1.6896369478344335,3.286160571673797
SOUTHEAST,Bâtiments de Vente et de Services,2002.0,1.0,1.0,61053.0,32.0,10.561084542124021,5.728475087246572
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1904.0,1.0,5.0,78920.0,88.0,0.674234186843729,3.0315819264476884
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1906.0,1.0,7.0,99440.0,64.0,0.7189792295700651,4.910372872157861
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1907.0,1.0,6.0,73260.0,82.0,0.7175861055638625,3.0392705755684744
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1900.0,1.0,4.0,69817.0,87.0,0.5808846061846725,4.354141431184346
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1900.0,1.0,4.0,84750.0,,0.518624646376525,3.2973172511747633
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1900.0,1.0,6.0,62176.0,,0.40387253737095274,3.2538567937634464
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1900.0,1.0,4.0,164380.0,79.0,0.6055673552312951,4.877560939870913
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1907.0,1.0,7.0,160580.0,98.0,0.7255040064387085,4.611052849146247
DOWNTOWN,Bâtiments Autres,1906.0,1.0,3.0,67755.0,,0.7539460874572682,2.658859956911438
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1922.0,1.0,1.0,82852.0,83.0,1.3658420141593757,4.198103796512953
GREATER DUWAMISH,Bâtiments Autres,1953.0,1.0,2.0,76442.0,,2.8517840256589984,4.894850261102546
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1962.0,1.0,2.0,92792.0,56.0,3.169589589566971,4.319885238136032
GREATER DUWAMISH,Bâtiments Autres,1941.0,2.0,2.0,125519.0,,2.2880870129362827,2.8124102164264526
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1900.0,1.0,4.0,103200.0,80.0,2.3796282933119643,3.449987545831587
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1954.0,1.0,1.0,78814.0,69.0,1.9140117271605226,2.8610573702273894
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1904.0,1.0,4.0,58970.0,,1.1288337403225013,3.7419461750506287
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1910.0,1.0,6.0,64800.0,15.0,1.221110380871726,2.9826470340053355
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1907.0,1.0,4.0,56270.0,,1.2655992322851681,2.124653884501384
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1904.0,1.0,4.0,66842.0,31.0,0.8898792531143057,4.936988753927957
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1909.0,1.0,6.0,64488.0,81.0,0.9587275177681511,3.0530573401732606
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1904.0,1.0,7.0,184322.0,81.0,0.7778652158202263,4.23091300500412
DOWNTOWN,Bâtiments Commerciaux et Administratifs,2009.0,1.0,7.0,287853.0,43.0,0.8203587301121319,5.210250887679586
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1914.0,1.0,2.0,64512.0,53.0,1.4476854141936732,5.202687135532787
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1926.0,1.0,7.0,144050.0,26.0,2.376536987455687,4.599453878991982
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1930.0,1.0,3.0,60592.0,16.0,2.502056347669653,3.876395827784995
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1912.0,1.0,6.0,1380959.0,79.0,2.5830679842869393,6.69913081376713
GREATER DUWAMISH,Bâtiments de Vente et de Services,1993.0,1.0,1.0,107930.0,57.0,2.960406336495905,4.619270310366873
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1926.0,1.0,1.0,99084.0,83.0,3.7887715753591875,3.917010546939185
DELRIDGE,Bâtiments Industriels et de Stockage,1953.0,1.0,1.0,72719.0,28.0,4.483670298011466,3.778263015248622
EAST,Bâtiments Commerciaux et Administratifs,1930.0,1.0,4.0,76624.0,91.0,1.175219902543582,3.538347219809389
NORTHEAST,Bâtiments Commerciaux et Administratifs,2001.0,1.0,6.0,55123.0,2.0,6.423040146556175,4.1067670822206574
LAKE UNION,Bâtiments Commerciaux et Administratifs,2008.0,1.0,5.0,89191.0,6.0,2.1056265380699246,6.171387395967629
DELRIDGE,Bâtiments Commerciaux et Administratifs,1991.0,1.0,5.0,121885.0,41.0,4.727439436748954,4.084799149378569
GREATER DUWAMISH,Bâtiments de Vente et de Services,1973.0,1.0,1.0,56572.0,66.0,4.334006649186748,4.223763342972998
EAST,Bâtiments Commerciaux et Administratifs,2004.0,1.0,1.0,225982.0,53.0,0.9589545594444692,6.541203144372571
DOWNTOWN,Bâtiments Commerciaux et Administratifs,2000.0,1.0,11.0,312512.0,,0.9039672569106214,5.227841252743712
DOWNTOWN,Bâtiments Commerciaux et Administratifs,2005.0,1.0,42.0,1592914.0,97.0,0.4108670960342462,6.178068587631244
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1926.0,1.0,6.0,97720.0,,0.6671523221718647,2.905807566026004
EAST,Bâtiments Commerciaux et Administratifs,1985.0,1.0,10.0,215923.0,46.0,1.0207475696863488,5.252796851246227
CENTRAL,Bâtiments Commerciaux et Administratifs,1987.0,1.0,7.0,94500.0,68.0,1.6914558434224818,3.722797672317397
DELRIDGE,Bâtiments de Vente et de Services,2005.0,1.0,1.0,94713.0,79.0,7.9431449415368505,4.561636183964363
EAST,Bâtiments Commerciaux et Administratifs,2008.0,1.0,9.0,201560.0,58.0,0.4272156276219326,4.877637092633392
EAST,Bâtiments Commerciaux et Administratifs,1973.0,1.0,19.0,163504.0,50.0,0.777173370384236,5.881621778925799
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1900.0,1.0,6.0,205521.0,94.0,0.2222012798013666,5.6470710197387595
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1900.0,1.0,6.0,56700.0,55.0,0.3432435307686614,3.107720775502038
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1925.0,1.0,4.0,72000.0,89.0,1.2474250021354387,3.1978564576441255
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,2000.0,1.0,4.0,96254.0,93.0,3.20967328366428,3.5989547465859495
DELRIDGE,Bâtiments Autres,2001.0,1.0,3.0,57236.0,,4.828667405503467,5.7404036581118465
SOUTHEAST,Bâtiments Autres,1994.0,3.0,1.0,102133.0,,5.181046588449193,6.2759289484037755
DOWNTOWN,Bâtiments Commerciaux et Administratifs,2008.0,1.0,14.0,362046.0,86.0,1.189769381316704,4.770260805853684
MAGNOLIA / QUEEN ANNE,Bâtiments Autres,1994.0,3.0,2.0,81336.0,,2.7313181936431867,5.602745930478429
DOWNTOWN,Bâtiments Commerciaux et Administratifs,2001.0,1.0,23.0,538933.0,90.0,0.7238840446312336,4.724640685964258
DOWNTOWN,Bâtiments Autres,1983.0,1.0,6.0,78852.0,,1.4139901208636114,3.6240742307478206
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1982.0,1.0,5.0,98668.0,91.0,2.9595965401664883,3.4534735262275262
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,2007.0,1.0,1.0,130550.0,12.0,3.326512248462515,4.6005595734304086
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1978.0,1.0,1.0,105100.0,1.0,6.405917506506924,5.882932340284521
MAGNOLIA / QUEEN ANNE,Bâtiments de Vente et de Services,1978.0,1.0,1.0,50660.0,51.0,4.502866498569453,4.122283930911342
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1937.0,1.0,2.0,61929.0,59.0,4.317222717283606,4.038303171338476
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,2000.0,1.0,4.0,110111.0,1.0,3.0816602719296275,5.18526064425574
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1925.0,1.0,3.0,20565.0,65.0,1.7077030054468127,1.8855533485144158
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,2000.0,1.0,5.0,103966.0,63.0,2.896918478449375,4.021415382199343
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,2008.0,1.0,5.0,137201.0,56.0,2.772056964597312,4.649856703610498
