Neighborhood,GroupedPrimaryPropertyTypes,YearBuilt,NumberofBuildings,NumberofFloors,ENERGYSTARScore,DistanceToDowntown,proportion_surface_parking,proportion_surface_building,Log_TotalGHGEmissions
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1912.0,1.0,6.0,79.0,2.5830679842869393,0.0,1.0,6.69913081376713
GREATER DUWAMISH,Bâtiments de Vente et de Services,1993.0,1.0,1.0,57.0,2.960406336495905,0.0,1.0,4.619270310366873
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1926.0,1.0,1.0,83.0,3.7887715753591875,0.0,1.0,3.917010546939185
DELRIDGE,Bâtiments Industriels et de Stockage,1953.0,1.0,1.0,28.0,4.483670298011466,0.0,1.0,3.778263015248622
EAST,Bâtiments Commerciaux et Administratifs,1930.0,1.0,4.0,91.0,1.175219902543582,0.0,1.0,3.538347219809389
NORTHEAST,Bâtiments Commerciaux et Administratifs,2001.0,1.0,6.0,2.0,6.423040146556175,0.39891610145464856,0.6010838985453515,4.1067670822206574
LAKE UNION,Bâtiments Commerciaux et Administratifs,2008.0,1.0,5.0,6.0,2.1056265380699246,0.3090949935317949,0.6909050064682051,6.171387395967629
DELRIDGE,Bâtiments Commerciaux et Administratifs,1991.0,1.0,5.0,41.0,4.727439436748954,0.11745326053900627,0.8825467394609937,4.084799149378569
GREATER DUWAMISH,Bâtiments de Vente et de Services,1973.0,1.0,1.0,66.0,4.334006649186748,0.0,1.0,4.223763342972998
EAST,Bâtiments Commerciaux et Administratifs,2004.0,1.0,1.0,53.0,0.9589545594444692,0.0,1.0,6.541203144372571
DOWNTOWN,Bâtiments Commerciaux et Administratifs,2000.0,1.0,11.0,,0.9039672569106214,0.0,1.0,5.227841252743712
DOWNTOWN,Bâtiments Commerciaux et Administratifs,2005.0,1.0,42.0,97.0,0.4108670960342462,0.0,1.0,6.178068587631244
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1926.0,1.0,6.0,,0.6671523221718647,0.0,1.0,2.905807566026004
EAST,Bâtiments Commerciaux et Administratifs,1985.0,1.0,10.0,46.0,1.0207475696863488,0.48894327377557084,0.5110567262244292,5.252796851246227
CENTRAL,Bâtiments Commerciaux et Administratifs,1987.0,1.0,7.0,68.0,1.6914558434224818,0.0,1.0,3.722797672317397
DELRIDGE,Bâtiments de Vente et de Services,2005.0,1.0,1.0,79.0,7.9431449415368505,0.0,1.0,4.561636183964363
EAST,Bâtiments Commerciaux et Administratifs,2008.0,1.0,9.0,58.0,0.4272156276219326,0.33457025704683363,0.6654297429531664,4.877637092633392
EAST,Bâtiments Commerciaux et Administratifs,1973.0,1.0,19.0,50.0,0.777173370384236,0.48890785249647556,0.5110921475035244,5.881621778925799
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1900.0,1.0,6.0,94.0,0.2222012798013666,0.0,1.0,5.6470710197387595
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1900.0,1.0,6.0,55.0,0.3432435307686614,0.0,1.0,3.107720775502038
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1925.0,1.0,4.0,89.0,1.2474250021354387,0.0,1.0,3.1978564576441255
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,2000.0,1.0,4.0,93.0,3.20967328366428,0.49643727831082,0.50356272168918,3.5989547465859495
DELRIDGE,Bâtiments Autres,2001.0,1.0,3.0,,4.828667405503467,0.1676337565260387,0.8323662434739613,5.7404036581118465
SOUTHEAST,Bâtiments Autres,1994.0,3.0,1.0,,5.181046588449193,0.0,1.0,6.2759289484037755
DOWNTOWN,Bâtiments Commerciaux et Administratifs,2008.0,1.0,14.0,86.0,1.189769381316704,0.0,1.0,4.770260805853684
MAGNOLIA / QUEEN ANNE,Bâtiments Autres,1994.0,3.0,2.0,,2.7313181936431867,0.0,1.0,5.602745930478429
DOWNTOWN,Bâtiments Commerciaux et Administratifs,2001.0,1.0,23.0,90.0,0.7238840446312336,0.0,1.0,4.724640685964258
DOWNTOWN,Bâtiments Autres,1983.0,1.0,6.0,,1.4139901208636114,0.7142857142857143,0.2857142857142857,3.6240742307478206
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1982.0,1.0,5.0,91.0,2.9595965401664883,0.0,1.0,3.4534735262275262
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,2007.0,1.0,1.0,12.0,3.326512248462515,0.17857434987510304,0.821425650124897,4.6005595734304086
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1978.0,1.0,1.0,1.0,6.405917506506924,0.0,1.0,5.882932340284521
MAGNOLIA / QUEEN ANNE,Bâtiments de Vente et de Services,1978.0,1.0,1.0,51.0,4.502866498569453,0.0,1.0,4.122283930911342
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1937.0,1.0,2.0,59.0,4.317222717283606,0.0,1.0,4.038303171338476
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,2000.0,1.0,4.0,1.0,3.0816602719296275,0.33310924166167005,0.66689075833833,5.18526064425574
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1925.0,1.0,3.0,65.0,1.7077030054468127,0.0,1.0,1.8855533485144158
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,2000.0,1.0,5.0,63.0,2.896918478449375,0.3499565453897472,0.6500434546102528,4.021415382199343
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,2008.0,1.0,5.0,56.0,2.772056964597312,0.2541964732230219,0.7458035267769781,4.649856703610498
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1986.0,1.0,5.0,95.0,2.4905797233874356,0.3786945871956198,0.6213054128043802,4.768478803600115
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1986.0,1.0,7.0,63.0,2.363101558498973,0.28932270456887915,0.7106772954311209,4.496916600547837
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1993.0,1.0,3.0,77.0,1.8149298571704886,0.0,1.0,4.263946679941392
DOWNTOWN,Bâtiments Commerciaux et Administratifs,2000.0,1.0,5.0,99.0,1.5247655138296115,0.46950733735918804,0.530492662640812,4.7942190635314725
DOWNTOWN,Bâtiments Industriels et de Stockage,1912.0,1.0,5.0,81.0,0.5570327479130825,0.0,1.0,2.2823823856765264
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1918.0,1.0,6.0,,0.4567288260843291,0.1357106563813571,0.8642893436186428,3.9351534228170006
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1905.0,1.0,6.0,70.0,0.28718559491478896,0.0,1.0,3.8792931808052273
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1910.0,1.0,6.0,86.0,0.3442121738539417,0.0,1.0,4.593300013417604
DOWNTOWN,Bâtiments de Vente et de Services,1910.0,1.0,6.0,89.0,0.3589928569140287,0.0,1.0,4.2487809155265195
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1985.0,1.0,2.0,51.0,2.558784000373662,0.0,1.0,4.791317747615575
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1951.0,1.0,2.0,66.0,2.1639233312479496,0.0,1.0,5.0656284023902955
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1960.0,1.0,1.0,95.0,2.1201784802277865,0.0,1.0,2.089391872533004
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1951.0,1.0,4.0,97.0,2.2582691991691273,0.0,1.0,4.573266636975083
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1951.0,1.0,3.0,12.0,2.8009882806565938,0.0,1.0,4.334541868102138
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1970.0,1.0,1.0,55.0,2.7877522649417625,0.0,1.0,3.0378334495726262
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1961.0,1.0,1.0,,3.866634743222071,0.0,1.0,5.054588381624718
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1928.0,1.0,2.0,,2.873602227936614,0.0,1.0,3.901972669574645
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1931.0,1.0,2.0,16.0,2.5403399912717037,0.0,1.0,5.1908435082428035
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1987.0,1.0,1.0,87.0,1.9883315191712436,0.0,1.0,3.559340082758951
GREATER DUWAMISH,Bâtiments Autres,1986.0,3.0,2.0,,1.6300561151480173,0.0,1.0,5.1328529268205045
NORTHWEST,Bâtiments de Vente et de Services,1970.0,1.0,1.0,91.0,9.851420700268024,0.2505109591937416,0.7494890408062583,5.685482717484768
BALLARD,Bâtiments Commerciaux et Administratifs,2001.0,1.0,4.0,5.0,7.204764315254369,0.22863006558658733,0.7713699344134127,3.5432754802551445
MAGNOLIA / QUEEN ANNE,Bâtiments Industriels et de Stockage,1974.0,1.0,3.0,,7.131367189807732,0.0,1.0,4.476199804691132
NORTHEAST,Bâtiments Autres,2006.0,1.0,6.0,,5.665513871922423,0.0,1.0,6.567656474305226
LAKE UNION,Bâtiments Commerciaux et Administratifs,2008.0,1.0,4.0,73.0,5.0257608052147775,0.43852376087610984,0.5614762391238902,4.140910031369422
LAKE UNION,Bâtiments Commerciaux et Administratifs,2000.0,1.0,2.0,33.0,5.11404309821134,0.33430948246818876,0.6656905175318112,3.6689318163042404
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1998.0,1.0,5.0,57.0,2.6531753642714038,0.0,1.0,3.888140064964814
LAKE UNION,Bâtiments de Soins de Santé,1999.0,1.0,4.0,,2.9094968030826105,0.15881051940422297,0.841189480595777,7.052539371830329
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,2000.0,1.0,7.0,88.0,2.7134790267340976,0.35013540051679587,0.6498645994832042,4.234975691961846
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1974.0,1.0,5.0,85.0,2.3509468323009934,0.1818711745846692,0.8181288254153308,4.19010918420648
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1902.0,1.0,3.0,,1.9789137000539045,0.0,1.0,5.565018367611075
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1975.0,1.0,8.0,65.0,1.7407168685780319,0.15753333333333333,0.8424666666666667,4.795211865797184
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1953.0,1.0,7.0,82.0,1.2529334806742998,0.0,1.0,5.002737521969115
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1983.0,1.0,15.0,85.0,1.3623424351606903,0.3076174200136507,0.6923825799863493,5.512743027242523
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1963.0,1.0,11.0,83.0,1.1816350805391322,0.0,1.0,5.851109929135334
DOWNTOWN,Bâtiments Autres,1981.0,1.0,33.0,98.0,1.1101057635795168,0.0,1.0,7.561548137463526
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1985.0,1.0,76.0,86.0,0.22276085751067715,0.16360860968538382,0.8363913903146162,6.783959201168626
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1981.0,1.0,19.0,90.0,1.023563138107046,0.2340925387533734,0.7659074612466266,4.715816706075155
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1925.0,1.0,18.0,68.0,0.910149124470822,0.079327570383641,0.920672429616359,6.368667345498175
DOWNTOWN,Bâtiments de Vente et de Services,1929.0,1.0,4.0,80.0,0.7859295984499084,0.0,1.0,4.70817793606232
DOWNTOWN,Bâtiments Autres,1999.0,1.0,1.0,,0.8852050995918186,0.0,1.0,5.784594117392615
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1908.0,1.0,10.0,97.0,0.7827191887099404,0.0,1.0,4.9037921984782065
DOWNTOWN,Bâtiments de Vente et de Services,1940.0,1.0,3.0,59.0,0.5717460442476543,0.0,1.0,3.361069590571376
DOWNTOWN,Bâtiments de Vente et de Services,1924.0,1.0,3.0,39.0,0.5486937342981998,0.0,1.0,4.014579593753238
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1909.0,1.0,6.0,57.0,0.6270264708363034,0.0,1.0,3.050220458838061
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1970.0,1.0,29.0,43.0,0.30680308543479934,0.0,1.0,6.057696945325412
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1929.0,1.0,27.0,62.0,0.3282747225521271,0.061504079493561,0.938495920506439,6.462592544015427
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1921.0,1.0,13.0,13.0,0.3079321502521414,0.0,1.0,4.895673275626574
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1998.0,1.0,13.0,25.0,0.1190925455758899,0.2535066013621372,0.7464933986378628,4.787741711537254
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1910.0,1.0,7.0,91.0,0.43075758750667686,0.0,1.0,3.756538102587751
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1921.0,1.0,3.0,89.0,0.15230959481574685,0.0,1.0,2.6892071133007303
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1911.0,1.0,17.0,75.0,0.2193500312493454,0.0,1.0,5.136151315957647
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1981.0,1.0,42.0,95.0,0.2619804878664079,0.16101853000868657,0.8389814699913134,5.5826688989033615
EAST,Bâtiments Commerciaux et Administratifs,1988.0,1.0,5.0,15.0,0.922170072008164,0.5273151073330536,0.4726848926669463,4.504354880749275
CENTRAL,Bâtiments Éducatifs et Culturels,1916.0,1.0,2.0,,1.476814807144343,0.0,1.0,2.333114298028869
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1910.0,1.0,6.0,83.0,0.768616618517403,0.14421052631578948,0.8557894736842105,3.4790839203192268
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1971.0,1.0,9.0,79.0,0.4014172904536545,0.0,1.0,5.970419648512232
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1998.0,1.0,8.0,96.0,0.7225118627208258,0.27963008194755984,0.7203699180524402,4.560068212075671
GREATER DUWAMISH,Bâtiments Autres,1939.0,1.0,2.0,,1.3675078390906832,0.0,1.0,3.961955374176355
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1907.0,1.0,6.0,30.0,1.7158739283542614,0.0,1.0,3.4452142670789296
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1960.0,1.0,1.0,83.0,2.3313067776898975,0.0,1.0,4.311872374750675
GREATER DUWAMISH,Bâtiments Autres,1944.0,1.0,4.0,,2.558784000373662,0.0,1.0,5.195453731088797
GREATER DUWAMISH,Bâtiments Autres,1985.0,1.0,1.0,,2.5789609432416443,0.0,1.0,4.510199948396864
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1952.0,1.0,2.0,,3.233568243176374,0.0,1.0,4.720550337028165
GREATER DUWAMISH,Bâtiments Autres,1970.0,1.0,1.0,,4.708187441917773,0.0,1.0,3.8611506750543896
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1950.0,1.0,1.0,95.0,5.345519549096487,0.0,1.0,5.03226631422255
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1973.0,1.0,2.0,67.0,5.869090411349971,0.0,1.0,4.125843229281472
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1966.0,1.0,1.0,11.0,6.240044697374298,0.0,1.0,2.681706225762608
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1975.0,1.0,5.0,93.0,6.461109175562111,0.0,1.0,4.332311042427949
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1969.0,1.0,1.0,100.0,6.867908054692834,0.0,1.0,0.7227059828014898
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1969.0,1.0,1.0,31.0,7.64203184382208,0.0,1.0,4.887638691386985
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1979.0,1.0,1.0,32.0,8.844299024541245,0.0,1.0,4.505681287487349
DELRIDGE,Bâtiments de Vente et de Services,1992.0,1.0,1.0,81.0,9.581131970910054,0.0,1.0,5.072357352724253
NORTHEAST,Bâtiments Autres,2002.0,1.0,6.0,,7.162290182318698,0.7551231606151667,0.24487683938483334,4.795129169911258
GREATER DUWAMISH,Bâtiments de Vente et de Services,1963.0,1.0,1.0,57.0,3.847055098679662,0.0,1.0,5.280306133746185
DELRIDGE,Bâtiments Commerciaux et Administratifs,1929.0,1.0,3.0,1.0,7.120298945192936,0.0,1.0,5.1187719527008335
NORTH,Bâtiments Autres,2000.0,1.0,5.0,,11.590720225627626,0.06535753738602826,0.9346424626139718,4.606569206901798
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1986.0,1.0,1.0,43.0,4.338014585740859,0.0,1.0,6.1233477071431475
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,2008.0,1.0,4.0,77.0,3.3887334663611903,0.4127803004705669,0.5872196995294331,4.226979720014808
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1900.0,1.0,6.0,83.0,0.6544307598412692,0.16541353383458646,0.8345864661654135,4.323470185213858
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1946.0,1.0,1.0,57.0,4.191393141741747,0.0,1.0,3.223664341599998
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1917.0,1.0,1.0,,3.3346571888125154,0.0,1.0,1.6524974018945473
DELRIDGE,Bâtiments Industriels et de Stockage,1966.0,1.0,1.0,98.0,4.02390746489983,0.0,1.0,1.6486586255873816
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1994.0,1.0,10.0,87.0,3.131603409806817,0.0,1.0,4.673949701382917
DOWNTOWN,Bâtiments Commerciaux et Administratifs,2009.0,1.0,17.0,91.0,0.5737738967316837,0.33416411785202677,0.6658358821479732,4.564660642649882
NORTHEAST,Bâtiments de Vente et de Services,1956.0,1.0,2.0,,6.89670365543709,0.0,1.0,4.713217090071225
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1966.0,1.0,2.0,47.0,10.887247000544178,0.0,1.0,3.088311454847084
EAST,Bâtiments Commerciaux et Administratifs,2003.0,1.0,5.0,70.0,0.9138979348402565,0.4106422418493076,0.5893577581506924,4.252771798816619
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1978.0,1.0,1.0,90.0,11.0574700745215,0.0,1.0,3.3407394126250414
EAST,Bâtiments de Soins de Santé,1994.0,7.0,14.0,54.0,0.9489481573727638,0.0,1.0,9.418017736032445
MAGNOLIA / QUEEN ANNE,Bâtiments Autres,1928.0,3.0,4.0,,2.4566006116624552,0.0,1.0,6.008911460711703
EAST,Bâtiments Commerciaux et Administratifs,1990.0,1.0,5.0,59.0,1.1066301635422622,0.5499189756028457,0.4500810243971543,4.901564199041894
NORTH,Bâtiments Autres,1987.0,1.0,5.0,18.0,10.509102641154344,0.0,1.0,4.01060056878914
BALLARD,Bâtiments Industriels et de Stockage,2004.0,1.0,4.0,87.0,6.348813238917402,0.07394769385792149,0.9260523061420785,2.740194654428777
EAST,Bâtiments d'Hébergement,2003.0,1.0,6.0,28.0,1.256109395449026,0.33223952970872495,0.667760470291275,6.119769807260906
MAGNOLIA / QUEEN ANNE,Bâtiments Autres,1999.0,1.0,5.0,,2.132622995558454,0.0,1.0,5.835483025645868
MAGNOLIA / QUEEN ANNE,Bâtiments d'Hébergement,2008.0,1.0,5.0,8.0,2.646196559689949,0.19018201973966528,0.8098179802603347,5.634682454571901
EAST,Bâtiments Industriels et de Stockage,1988.0,1.0,4.0,83.0,1.9101035463270721,0.0,1.0,2.1471001901536506
DELRIDGE,Bâtiments Industriels et de Stockage,1970.0,1.0,1.0,1.0,7.342510100651152,0.0,1.0,5.652524267372389
NORTHWEST,Bâtiments de Vente et de Services,1995.0,1.0,1.0,60.0,12.155149885335302,0.0,1.0,5.6907647775748975
CENTRAL,Bâtiments Éducatifs et Culturels,1974.0,2.0,4.0,,2.3289674652053263,0.0,1.0,4.706914169871375
GREATER DUWAMISH,Bâtiments Autres,2002.0,1.0,3.0,,2.7365289861251996,0.0,1.0,5.562564472740664
SOUTHWEST,Bâtiments Industriels et de Stockage,1965.0,1.0,1.0,88.0,4.068750052417206,0.0,1.0,2.644044871126298
CENTRAL,Bâtiments Commerciaux et Administratifs,1910.0,1.0,6.0,57.0,1.8141961545191834,0.0,1.0,5.251487779191239
GREATER DUWAMISH,Bâtiments de Vente et de Services,1958.0,1.0,1.0,,6.323065982273506,0.0,1.0,4.911330479685645
NORTH,Bâtiments Industriels et de Stockage,1987.0,1.0,4.0,96.0,11.695136151689217,0.0,1.0,2.848970892158587
EAST,Bâtiments de Vente et de Services,1996.0,1.0,3.0,71.0,1.3003120988135517,0.0,1.0,5.5909869805108565
GREATER DUWAMISH,Bâtiments Autres,2008.0,1.0,2.0,,1.407746607941365,0.0,1.0,2.6748380668960965
NORTHEAST,Bâtiments Commerciaux et Administratifs,1960.0,1.0,3.0,1.0,6.514410761200988,0.42573544899248755,0.5742645510075125,4.865455367582921
NORTHEAST,Bâtiments Éducatifs et Culturels,1957.0,1.0,2.0,90.0,8.688547172913967,0.0,1.0,3.4885975719429885
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1976.0,1.0,1.0,1.0,7.079753286220887,0.0,1.0,2.5087859235779435
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1965.0,1.0,1.0,13.0,7.123645785980978,0.0,1.0,3.234355395716587
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,2001.0,1.0,1.0,3.0,5.635382106065431,0.0,1.0,2.9375733593804587
GREATER DUWAMISH,Bâtiments Autres,1994.0,3.0,1.0,,7.392744930849265,0.0,1.0,4.629862798578463
CENTRAL,Bâtiments Commerciaux et Administratifs,1910.0,1.0,3.0,69.0,1.4857727715807498,0.0,1.0,3.6114583071453517
NORTHWEST,Bâtiments Éducatifs et Culturels,1922.0,1.0,2.0,54.0,9.11810515115762,0.0,1.0,3.8031005982039594
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1967.0,1.0,1.0,49.0,11.148938073044022,0.0,1.0,4.471181545984774
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1979.0,1.0,1.0,,10.909477083108076,0.0,1.0,1.5216989981260935
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1969.0,1.0,1.0,10.0,11.238174782820963,0.0,1.0,4.357221515754911
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1981.0,1.0,1.0,73.0,11.148938073044022,0.0,1.0,1.2267122912954254
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1979.0,1.0,1.0,,11.134653215061162,0.0,1.0,1.2725655957915476
NORTHEAST,Bâtiments Autres,1928.0,1.0,3.0,,10.101775591451815,0.0,1.0,6.033254073418364
BALLARD,Bâtiments Éducatifs et Culturels,1914.0,1.0,2.0,90.0,9.077590349004208,0.0,1.0,3.132446096869813
BALLARD,Bâtiments Commerciaux et Administratifs,1979.0,1.0,3.0,46.0,7.782338926474699,0.0,1.0,3.1633631149379418
BALLARD,Bâtiments Commerciaux et Administratifs,1978.0,1.0,2.0,12.0,9.622630886501879,0.0,1.0,3.6579046498145056
BALLARD,Bâtiments Commerciaux et Administratifs,1963.0,1.0,3.0,,9.498914417694518,0.0,1.0,2.3767644911682972
BALLARD,Bâtiments de Vente et de Services,1977.0,1.0,3.0,,9.474263300625505,0.0,1.0,2.3485140248824456
DOWNTOWN,Bâtiments de Soins de Santé,1946.0,1.0,2.0,,1.235528950513338,0.49340629765856286,0.5065937023414372,3.942552210462969
DOWNTOWN,Bâtiments de Vente et de Services,1917.0,1.0,2.0,69.0,1.6359462401663905,0.0,1.0,5.140200498450899
NORTH,Bâtiments Autres,1923.0,1.0,2.0,,8.778665672164255,0.0,1.0,2.1713368063840917
NORTHWEST,Bâtiments Autres,1917.0,1.0,2.0,,8.16317233500381,0.0,1.0,4.166355098198372
DOWNTOWN,Bâtiments de Vente et de Services,1955.0,1.0,2.0,,1.593735465368452,0.0,1.0,5.340418542566672
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1917.0,1.0,2.0,,1.5979241705621074,0.0,1.0,3.4216533902295376
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1974.0,1.0,5.0,59.0,1.7893173485357563,0.21544682571775173,0.7845531742822482,4.95723451736914
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1942.0,1.0,3.0,96.0,1.8949084985812834,0.0,1.0,2.3813962734183356
DOWNTOWN,Bâtiments Éducatifs et Culturels,1948.0,1.0,2.0,15.0,1.8142621808658654,0.0,1.0,3.7656089869726097
SOUTHWEST,Bâtiments Éducatifs et Culturels,1926.0,1.0,2.0,94.0,6.828410529050312,0.0,1.0,3.267284964075888
NORTHWEST,Bâtiments de Vente et de Services,1968.0,1.0,1.0,98.0,13.633807181592823,0.0,1.0,3.219675505038765
SOUTHWEST,Bâtiments Éducatifs et Culturels,1949.0,1.0,2.0,86.0,5.897801033804535,0.0,1.0,3.8022081394209395
DOWNTOWN,Bâtiments Éducatifs et Culturels,1992.0,1.0,2.0,,1.3818723982129952,0.0,1.0,2.7893229212309465
DOWNTOWN,Bâtiments Éducatifs et Culturels,1928.0,1.0,3.0,,1.4406576124102803,0.0,1.0,1.9919755158985601
NORTHEAST,Bâtiments de Vente et de Services,1996.0,1.0,1.0,82.0,7.108304775988132,0.0,1.0,2.9496883350525844
NORTHEAST,Bâtiments de Vente et de Services,1956.0,1.0,2.0,20.0,6.89670365543709,0.0,1.0,5.044521290095393
NORTHEAST,Bâtiments de Vente et de Services,2003.0,1.0,2.0,82.0,6.89670365543709,0.0,1.0,3.4190372997904865
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1929.0,1.0,2.0,95.0,0.2849786306817792,0.0,1.0,2.7226103524335397
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1900.0,1.0,7.0,100.0,0.28286512750132853,0.0,1.0,2.3933394562625097
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1902.0,1.0,3.0,67.0,0.2938617847555524,0.0,1.0,1.9685099809725544
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1906.0,1.0,5.0,24.0,0.0847217061217194,0.0,1.0,2.6993457604720636
DOWNTOWN,Bâtiments de Vente et de Services,1906.0,1.0,2.0,86.0,0.0847217061217194,0.0,1.0,2.2700619012884857
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1979.0,1.0,3.0,51.0,0.08035100672153399,0.41631504922644164,0.5836849507735584,2.749192144433385
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1908.0,1.0,3.0,50.0,1.3998364081680146,0.0,1.0,3.39484390768998
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1954.0,1.0,3.0,75.0,1.821514257888424,0.148068669527897,0.851931330472103,4.117898315175836
DOWNTOWN,Bâtiments de Vente et de Services,1931.0,1.0,2.0,32.0,1.7025806285140288,0.0,1.0,3.549042508926137
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1926.0,1.0,3.0,50.0,1.6064047490603839,0.13571676501214855,0.8642832349878514,2.869601996409779
DOWNTOWN,Bâtiments d'Hébergement,1990.0,1.0,5.0,87.0,1.3891779256936647,0.0,1.0,4.209011637200227
DOWNTOWN,Bâtiments Autres,1955.0,1.0,2.0,2.0,0.9434293971079747,0.0,1.0,2.6354795082673745
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1925.0,1.0,2.0,53.0,0.9282765504315261,0.3097646151752914,0.6902353848247086,3.7539647007698704
DOWNTOWN,Bâtiments de Vente et de Services,1923.0,1.0,3.0,,1.0101639754242298,0.0,1.0,4.850310035174197
DOWNTOWN,Bâtiments de Soins de Santé,1926.0,1.0,4.0,,2.138649421121842,0.0,1.0,7.1444545351588395
