Neighborhood,GroupedPrimaryPropertyTypes,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFABuilding(s),ENERGYSTARScore,DistanceToDowntown,Log_SiteEnergyUseWN(kBtu)
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1900.0,1.0,2.0,52110.0,34.0,2.428839140132922,13.41658160507855
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1937.0,1.0,2.0,39036.0,,3.2373743227576766,14.306250890988537
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1923.0,1.0,1.0,26310.0,96.0,3.305787903849302,13.642595644648328
SOUTHEAST,Bâtiments de Vente et de Services,1966.0,1.0,1.0,37883.0,88.0,7.408808239760644,16.37038743480497
DELRIDGE,Bâtiments Éducatifs et Culturels,1962.0,1.0,3.0,29874.0,95.0,8.005345959102717,14.206477152063712
MAGNOLIA / QUEEN ANNE,Bâtiments Éducatifs et Culturels,1965.0,1.0,1.0,20140.0,35.0,6.1768438554994125,13.967692336491124
NORTHWEST,Bâtiments Industriels et de Stockage,1990.0,1.0,2.0,40485.0,,11.005549612909425,14.147275661970484
CENTRAL,Bâtiments Commerciaux et Administratifs,1971.0,1.0,2.0,39953.0,93.0,2.4500900064109463,14.291079997436736
CENTRAL,Bâtiments de Vente et de Services,1998.0,1.0,2.0,21200.0,15.0,2.4603400073818142,14.318075606934869
CENTRAL,Bâtiments de Vente et de Services,1980.0,1.0,1.0,30630.0,27.0,2.482158913490502,15.639175426770292
CENTRAL,Bâtiments de Vente et de Services,1980.0,1.0,2.0,23421.0,25.0,2.482158913490502,14.486081809178453
BALLARD,Bâtiments Éducatifs et Culturels,1931.0,1.0,3.0,117116.0,83.0,8.674459896354863,15.68718641919607
BALLARD,Bâtiments Éducatifs et Culturels,1928.0,1.0,2.0,24120.0,66.0,8.73048660349398,13.840030656162698
BALLARD,Bâtiments Éducatifs et Culturels,1929.0,1.0,3.0,35736.0,88.0,8.827605945764644,14.110006767610383
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1941.0,1.0,1.0,51050.0,10.0,3.567889998387551,14.120046981991928
GREATER DUWAMISH,Bâtiments de Vente et de Services,1954.0,1.0,2.0,21900.0,40.0,3.844861679885385,14.179489041012006
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1952.0,1.0,1.0,16300.0,100.0,3.6585149978049154,11.919515253055366
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1964.0,1.0,1.0,33462.0,1.0,3.5272025630468455,14.142254466766394
GREATER DUWAMISH,Bâtiments Autres,1962.0,1.0,3.0,36140.0,,7.171862339461227,15.353137918690582
DOWNTOWN,Bâtiments Autres,1991.0,1.0,2.0,26579.0,,1.4378910656934158,15.922597057089376
DOWNTOWN,Bâtiments Industriels et de Stockage,1930.0,1.0,1.0,23903.0,65.0,1.3417638807936738,13.095785095972435
NORTHEAST,Bâtiments Industriels et de Stockage,1947.0,1.0,3.0,22522.0,,8.343763881651741,13.354131430553664
NORTHEAST,Bâtiments Industriels et de Stockage,1996.0,1.0,4.0,38959.0,,8.325991384106318,13.778814609907576
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1928.0,1.0,2.0,25955.0,,2.95132044144756,14.012813497989692
EAST,Bâtiments Éducatifs et Culturels,1923.0,1.0,4.0,46100.0,75.0,0.7280143706807143,14.696189552490583
NORTHWEST,Bâtiments Éducatifs et Culturels,1951.0,1.0,2.0,21936.0,96.0,11.673800880365485,13.438949911850168
NORTH,Bâtiments Autres,1960.0,1.0,1.0,25406.0,,12.687420839509809,14.725582996262686
SOUTHEAST,Bâtiments Commerciaux et Administratifs,1967.0,1.0,2.0,23250.0,55.0,6.136243452372183,13.697215078531004
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1960.0,1.0,1.0,30000.0,32.0,5.044993200885584,14.99309790765093
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1962.0,1.0,1.0,45036.0,,4.50873819329837,14.503539098107595
MAGNOLIA / QUEEN ANNE,Bâtiments Éducatifs et Culturels,1959.0,1.0,2.0,122679.0,,5.449809332892615,16.6841443603575
MAGNOLIA / QUEEN ANNE,Bâtiments Éducatifs et Culturels,1945.0,14.0,2.0,537000.0,,5.449809332892615,18.3879040593764
NORTH,Bâtiments Commerciaux et Administratifs,1980.0,1.0,4.0,23022.0,78.0,11.785072264390319,13.888229977238785
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1967.0,1.0,1.0,27263.0,,4.825521310417662,14.694366365215227
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1962.0,1.0,1.0,31569.0,12.0,4.664535477370857,15.02296320062363
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1956.0,1.0,1.0,22509.0,57.0,4.616518837681423,12.08849219691415
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1956.0,1.0,1.0,39984.0,75.0,4.5462802419339505,13.966970119980042
EAST,Bâtiments Éducatifs et Culturels,1906.0,1.0,1.0,26440.0,91.0,2.2673040610521222,13.624684364048196
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1956.0,1.0,2.0,28800.0,,2.202059676163953,14.051931868394059
CENTRAL,Bâtiments Éducatifs et Culturels,2009.0,4.0,2.0,28500.0,92.0,3.8594512384191777,14.078464264061525
LAKE UNION,Bâtiments de Vente et de Services,1978.0,1.0,2.0,26519.0,,2.672880914010397,15.128444936347366
MAGNOLIA / QUEEN ANNE,Bâtiments Autres,1921.0,1.0,2.0,26300.0,,2.4216468880100392,15.12685882657491
LAKE UNION,Bâtiments de Vente et de Services,1962.0,1.0,2.0,34072.0,,3.6251100189923777,15.762523955360129
LAKE UNION,Bâtiments Commerciaux et Administratifs,1949.0,1.0,3.0,23355.0,77.0,3.4922637541685324,13.641812164597564
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1965.0,1.0,4.0,30840.0,30.0,3.4410413202864114,15.161025306478283
NORTHEAST,Bâtiments Autres,1946.0,1.0,1.0,20332.0,,8.255149976376792,12.97585370144484
CENTRAL,Bâtiments Éducatifs et Culturels,1900.0,1.0,1.0,21850.0,100.0,3.496413794163735,12.793758176985145
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1983.0,1.0,13.0,224493.0,,0.3382287326566414,16.08678092298112
MAGNOLIA / QUEEN ANNE,Bâtiments Industriels et de Stockage,1918.0,1.0,2.0,28309.0,,4.772243258925821,13.119089837815402
DOWNTOWN,Bâtiments d'Hébergement,1914.0,1.0,4.0,45500.0,77.0,0.40445489854242295,14.891993198923126
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1900.0,1.0,5.0,38376.0,,0.4456358537394523,14.57746455937149
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1900.0,1.0,4.0,42804.0,,0.39856569328766384,14.28428405590865
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1900.0,1.0,4.0,33300.0,,0.5369652025993765,14.120027254604146
DOWNTOWN,Bâtiments Autres,1900.0,1.0,3.0,22200.0,,0.5954106688695117,12.353837668090748
MAGNOLIA / QUEEN ANNE,Bâtiments Industriels et de Stockage,1968.0,1.0,2.0,29498.0,,4.279204730837557,15.184240692199511
LAKE UNION,Bâtiments Industriels et de Stockage,1938.0,1.0,1.0,23050.0,27.0,4.830276774562849,13.094964045577262
LAKE UNION,Bâtiments Commerciaux et Administratifs,2008.0,1.0,4.0,48350.0,45.0,4.7519630208761665,15.003645553702347
NORTHEAST,Bâtiments de Vente et de Services,1930.0,1.0,1.0,46059.0,82.0,6.314902206986169,14.320411264019398
NORTHEAST,Bâtiments Commerciaux et Administratifs,1970.0,1.0,2.0,23595.0,72.0,7.798810564871601,13.621583365555844
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1900.0,1.0,3.0,28142.0,96.0,0.626731142562407,13.7224684416583
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1900.0,1.0,3.0,28760.0,,0.6089854061349695,14.818392753676871
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1902.0,1.0,4.0,39030.0,99.0,0.581541015594628,13.558455568072059
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1909.0,1.0,3.0,47215.0,58.0,0.4785727824590015,14.574865334730719
EAST,Bâtiments Autres,1926.0,1.0,2.0,34580.0,,1.6488539154844999,15.317304349297283
EAST,Bâtiments Commerciaux et Administratifs,1917.0,1.0,3.0,30720.0,,1.6268480776490573,14.123934705998357
EAST,Bâtiments Commerciaux et Administratifs,1906.0,1.0,3.0,20897.0,,1.5969020671195684,13.846500556914265
EAST,Bâtiments de Vente et de Services,1916.0,1.0,2.0,36940.0,100.0,1.5726172888770098,12.727085422500744
EAST,Bâtiments Commerciaux et Administratifs,1913.0,1.0,3.0,22866.0,,1.533343585212937,14.009357833573832
EAST,Bâtiments de Vente et de Services,1920.0,1.0,1.0,30240.0,78.0,1.4901698979812137,14.090792376575855
NORTHEAST,Bâtiments Autres,1962.0,1.0,2.0,28586.0,,5.909895693497028,15.440468410656402
DOWNTOWN,Bâtiments d'Hébergement,1908.0,1.0,3.0,28800.0,,1.0935583798848771,15.35116133907742
DOWNTOWN,Bâtiments de Vente et de Services,1913.0,1.0,3.0,28800.0,,1.1150881490268698,13.749193589659958
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1979.0,1.0,3.0,35202.0,2.0,1.1888513269026462,15.098042154120412
EAST,Bâtiments Éducatifs et Culturels,1910.0,1.0,2.0,24600.0,69.0,1.1546239948374735,12.759071141114681
EAST,Bâtiments Éducatifs et Culturels,1900.0,1.0,1.0,48850.0,,0.5617819430763978,14.046053267865219
SOUTHWEST,Bâtiments de Soins de Santé,1961.0,1.0,3.0,54863.0,100.0,4.436005220022666,14.541537355702673
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1964.0,1.0,1.0,25000.0,,5.764242748407244,14.53055993713796
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1960.0,1.0,1.0,25000.0,,5.511836587477637,12.744602865695972
GREATER DUWAMISH,Bâtiments Autres,1927.0,1.0,1.0,22622.0,,5.535358850957308,13.67856226294336
EAST,Bâtiments Commerciaux et Administratifs,1917.0,1.0,3.0,27544.0,94.0,1.273077789834695,13.90357798130728
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1989.0,1.0,7.0,47415.0,,1.1816285448848485,14.2556035566779
MAGNOLIA / QUEEN ANNE,Bâtiments Autres,1961.0,1.0,3.0,22960.0,,3.5532076402539703,14.710506762212182
EAST,Bâtiments de Vente et de Services,1998.0,1.0,1.0,44739.0,17.0,2.271472076477832,16.524019253941642
BALLARD,Bâtiments Éducatifs et Culturels,1956.0,1.0,2.0,21562.0,20.0,9.783905454285149,13.815763400996781
CENTRAL,Bâtiments Autres,1959.0,1.0,1.0,25753.0,,3.8486477992273547,14.293309970969847
EAST,Bâtiments Autres,1928.0,1.0,3.0,71280.0,,4.738752175491131,16.959854671683296
SOUTHEAST,Bâtiments Éducatifs et Culturels,1968.0,1.0,1.0,24200.0,73.0,8.40699773393206,13.710925436055446
DELRIDGE,Bâtiments Industriels et de Stockage,1994.0,1.0,3.0,66610.0,,4.973008256574493,13.517875787989858
GREATER DUWAMISH,Bâtiments Autres,1950.0,1.0,1.0,36000.0,,4.144420728092729,15.156730340444572
NORTHWEST,Bâtiments Éducatifs et Culturels,1938.0,1.0,2.0,23222.0,62.0,12.195110550066369,14.102178804167856
EAST,Bâtiments de Vente et de Services,1910.0,1.0,2.0,24750.0,,1.1850039147353841,13.71785541838962
EAST,Bâtiments Éducatifs et Culturels,1904.0,1.0,3.0,60000.0,52.0,1.095033176360628,15.183799349861449
EAST,Bâtiments Autres,1954.0,1.0,2.0,46560.0,,1.2015007219297587,13.507015643120827
MAGNOLIA / QUEEN ANNE,Bâtiments Autres,1980.0,1.0,3.0,30408.0,61.0,3.188956051364539,14.200679672090928
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1920.0,1.0,3.0,30109.0,89.0,3.3105486433632554,14.27902992852017
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1960.0,1.0,2.0,25481.0,92.0,4.6207664283913275,13.866962414780138
LAKE UNION,Bâtiments Commerciaux et Administratifs,1912.0,1.0,2.0,27788.0,73.0,2.0085349001884416,14.570641553865554
NORTHWEST,Bâtiments d'Hébergement,1990.0,1.0,4.0,33120.0,73.0,13.810695869516874,14.495892673144942
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1941.0,1.0,2.0,22324.0,53.0,4.245253516221445,13.491249127573816
GREATER DUWAMISH,Bâtiments Autres,1946.0,1.0,2.0,31360.0,,4.326416286776219,14.450163646298206
EAST,Bâtiments Commerciaux et Administratifs,1922.0,1.0,3.0,27600.0,84.0,1.3745467301181675,13.914265932627174
LAKE UNION,Bâtiments Commerciaux et Administratifs,1997.0,1.0,3.0,24328.0,35.0,6.257405637004385,14.650870804873891
LAKE UNION,Bâtiments Commerciaux et Administratifs,1981.0,1.0,3.0,20660.0,92.0,4.813158129405562,13.50886310762519
NORTHWEST,Bâtiments Industriels et de Stockage,1972.0,1.0,1.0,29400.0,69.0,11.515219261031927,12.33495167015424
GREATER DUWAMISH,Bâtiments d'Hébergement,1992.0,1.0,3.0,22452.0,85.0,6.438872706352348,14.054194332088212
NORTHEAST,Bâtiments Autres,1912.0,1.0,2.0,25767.0,22.0,6.470037729915296,14.298174101867732
NORTHEAST,Bâtiments de Vente et de Services,1953.0,1.0,4.0,33910.0,75.0,6.513200014556149,14.459497299561537
NORTHEAST,Bâtiments Éducatifs et Culturels,1927.0,1.0,2.0,78401.0,,6.805960416101498,14.861633398541656
LAKE UNION,Bâtiments Industriels et de Stockage,1979.0,1.0,2.0,78716.0,38.0,4.721967105129773,15.276756651243703
LAKE UNION,Bâtiments Éducatifs et Culturels,1910.0,1.0,2.0,33300.0,92.0,6.550909181775463,14.459277021888001
LAKE UNION,Bâtiments de Vente et de Services,1957.0,1.0,1.0,28808.0,29.0,6.321786784569318,16.061604343964873
NORTHEAST,Bâtiments Commerciaux et Administratifs,1957.0,1.0,1.0,20962.0,58.0,6.672199695474794,13.98242253637698
NORTHEAST,Bâtiments de Vente et de Services,1950.0,1.0,1.0,26226.0,37.0,6.755006013220706,15.869439464990029
LAKE UNION,Bâtiments Commerciaux et Administratifs,1998.0,1.0,3.0,27640.0,,3.287366698260842,15.639709062690189
DOWNTOWN,Bâtiments Autres,1900.0,1.0,1.0,21420.0,,0.4079927506259235,13.60771441166568
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1900.0,1.0,1.0,20880.0,94.0,0.4519513596526081,13.434652692948951
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1900.0,1.0,3.0,38675.0,,0.6201016603873976,14.486474563721917
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1929.0,1.0,4.0,49951.0,,0.5861676591699442,15.553123367581726
SOUTHEAST,Bâtiments Commerciaux et Administratifs,2010.0,1.0,2.0,25880.0,8.0,10.666268962430776,14.486659798290974
NORTHEAST,Bâtiments Éducatifs et Culturels,1927.0,1.0,3.0,41013.0,,6.912516915326364,13.99076574836224
NORTHEAST,Bâtiments Autres,2004.0,1.0,2.0,21075.0,,6.8510318494783675,14.355489440585156
NORTHEAST,Bâtiments Éducatifs et Culturels,1950.0,1.0,3.0,46485.0,83.0,8.23022004872216,14.339782621788162
NORTHWEST,Bâtiments Commerciaux et Administratifs,1965.0,1.0,4.0,56896.0,96.0,8.17423940416245,14.225679585276922
NORTHWEST,Bâtiments Éducatifs et Culturels,1978.0,1.0,2.0,27500.0,60.0,8.117400330488296,13.391559921678954
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1930.0,1.0,2.0,36630.0,90.0,0.7223582958954188,13.202918530678264
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1900.0,1.0,3.0,26830.0,,0.6357365671052239,14.575945406978501
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1906.0,1.0,5.0,41920.0,95.0,0.6299023207789491,13.914084270284869
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1905.0,1.0,5.0,36879.0,92.0,0.5265567693604974,14.324884153046671
DOWNTOWN,Bâtiments Autres,1904.0,1.0,6.0,29820.0,,0.54596375052457,14.301013681427273
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1905.0,1.0,2.0,33640.0,70.0,0.5971611173609754,13.950342214254487
DOWNTOWN,Bâtiments Industriels et de Stockage,1906.0,1.0,4.0,43484.0,18.0,0.6378414801225968,14.264700164250621
DOWNTOWN,Bâtiments d'Hébergement,1925.0,1.0,4.0,33018.0,49.0,0.8877134483051183,15.45513523077274
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1970.0,1.0,2.0,26510.0,91.0,1.154478645599294,13.833108981316228
LAKE UNION,Bâtiments Industriels et de Stockage,1938.0,1.0,1.0,40028.0,80.0,5.507089216479868,13.756202268620733
LAKE UNION,Bâtiments Commerciaux et Administratifs,2007.0,1.0,3.0,26282.0,23.0,5.437768470144795,14.626641420716407
NORTH,Bâtiments Éducatifs et Culturels,1954.0,1.0,1.0,21624.0,90.0,12.964416692951215,13.50097171615662
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1993.0,1.0,3.0,21600.0,,0.9501685566901298,14.230549523428088
DOWNTOWN,Bâtiments d'Hébergement,1910.0,1.0,5.0,40552.0,99.0,0.8125767353230677,14.135779549590977
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1909.0,1.0,3.0,31432.0,,0.7565512206616939,14.179857360295227
DOWNTOWN,Bâtiments de Vente et de Services,1917.0,1.0,2.0,24550.0,100.0,0.9198943882357428,13.846474804145467
CENTRAL,Bâtiments Autres,1908.0,1.0,3.0,25864.0,,1.450191707592302,13.843396420846092
NORTHEAST,Bâtiments Autres,1924.0,1.0,3.0,20686.0,,6.571386602712273,14.094477860630343
CENTRAL,Bâtiments Autres,1913.0,1.0,3.0,20992.0,,1.7567469584574564,14.873146499922665
CENTRAL,Bâtiments Éducatifs et Culturels,1925.0,1.0,2.0,22344.0,40.0,2.0880380989780942,14.324571500596006
EAST,Bâtiments Éducatifs et Culturels,1921.0,1.0,3.0,31900.0,,2.392486313974961,14.822733536828025
BALLARD,Bâtiments Autres,1950.0,1.0,2.0,29417.0,,9.59869423785097,14.412537730897842
SOUTHWEST,Bâtiments de Vente et de Services,1997.0,1.0,1.0,31841.0,,4.612286996644965,16.424405911322253
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1960.0,1.0,1.0,44476.0,33.0,6.398156369446548,14.240267787265555
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1969.0,1.0,1.0,35017.0,66.0,6.707237382848361,14.147899110543618
SOUTHEAST,Bâtiments Éducatifs et Culturels,1963.0,1.0,2.0,22952.0,98.0,3.1280801895922976,13.20879333540269
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1976.0,1.0,1.0,21040.0,43.0,6.75466449142248,13.396023886835053
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1951.0,1.0,2.0,28032.0,52.0,6.69768132918172,14.24717665268964
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1974.0,1.0,1.0,25620.0,82.0,6.871318732723112,13.388690356858424
DOWNTOWN,Bâtiments Industriels et de Stockage,1992.0,1.0,3.0,33238.0,14.0,1.1781730922007634,14.305606600945415
EAST,Bâtiments Éducatifs et Culturels,1912.0,1.0,4.0,27800.0,8.0,0.6720288497918872,14.059238587712136
DOWNTOWN,Bâtiments Commerciaux et Administratifs,2000.0,1.0,6.0,706176.0,82.0,0.1905867904511898,16.41627208941762
SOUTHWEST,Bâtiments de Vente et de Services,1998.0,1.0,1.0,33706.0,22.0,7.82346463440922,16.01185396941006
NORTHWEST,Bâtiments Éducatifs et Culturels,1954.0,1.0,1.0,42128.0,93.0,11.41372270815592,14.440938096315325
EAST,Bâtiments Autres,1912.0,1.0,3.0,33708.0,,1.2238846100113672,13.63591951990871
NORTH,Bâtiments Autres,1948.0,1.0,2.0,47237.0,,14.383872703306677,15.606633241153796
NORTHEAST,Bâtiments de Vente et de Services,1997.0,1.0,1.0,38000.0,18.0,8.671506126832757,16.480530216387073
NORTHEAST,Bâtiments Éducatifs et Culturels,1938.0,1.0,3.0,26373.0,75.0,6.592496298464786,13.97446805934897
CENTRAL,Bâtiments Commerciaux et Administratifs,1956.0,6.0,2.0,75868.0,,3.6832519303515094,15.098040559446844
MAGNOLIA / QUEEN ANNE,Bâtiments Industriels et de Stockage,1921.0,1.0,3.0,23040.0,,3.8313856852856203,13.065616092380521
MAGNOLIA / QUEEN ANNE,Bâtiments Autres,1956.0,1.0,2.0,36771.0,,3.7358883204054356,15.50195367722585
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1977.0,1.0,1.0,24024.0,,8.235848385561972,12.910370936461488
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1953.0,1.0,1.0,42420.0,34.0,7.999227164202759,13.936994625234988
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1979.0,1.0,1.0,36982.0,,7.92184256194784,12.913783031703906
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1964.0,1.0,2.0,23400.0,,7.622399602048344,13.02782739782965
MAGNOLIA / QUEEN ANNE,Bâtiments Autres,1948.0,1.0,2.0,30720.0,,2.6818810664112243,14.465307420277181
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1972.0,1.0,1.0,23232.0,,4.363834673753435,11.754890770525027
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1974.0,1.0,1.0,35046.0,100.0,4.496581757645478,13.904419154926728
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1961.0,1.0,1.0,25577.0,,4.508030956502201,13.691164139733148
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1974.0,1.0,1.0,43380.0,89.0,4.554438798631422,12.930635671163643
LAKE UNION,Bâtiments Commerciaux et Administratifs,1995.0,1.0,3.0,20410.0,8.0,5.678120578287798,14.855030092573854
NORTHWEST,Bâtiments Commerciaux et Administratifs,1983.0,1.0,3.0,18396.0,87.0,10.949151707482624,13.344108551444624
NORTHWEST,Bâtiments Éducatifs et Culturels,2002.0,1.0,1.0,24955.0,47.0,12.212068107675305,13.558497351017422
CENTRAL,Bâtiments Autres,1991.0,1.0,3.0,34074.0,,3.4364066585828845,15.97340670078992
DOWNTOWN,Bâtiments d'Hébergement,2006.0,1.0,10.0,370327.0,23.0,0.18811689621621283,16.666873895726955
NORTH,Bâtiments Éducatifs et Culturels,1961.0,1.0,2.0,76475.0,,12.66092077340643,14.464395066029276
NORTH,Bâtiments Éducatifs et Culturels,1988.0,1.0,2.0,32961.0,86.0,12.730451085863711,14.357600010170694
NORTHWEST,Bâtiments Autres,2004.0,1.0,1.0,12806.0,,9.310580683271775,13.960299950204025
CENTRAL,Bâtiments Éducatifs et Culturels,1950.0,1.0,1.0,109794.0,87.0,3.912540141899389,15.112368399265943
CENTRAL,Bâtiments Autres,1911.0,1.0,3.0,25200.0,,2.3751965514256383,14.157180601835618
NORTH,Bâtiments de Vente et de Services,1996.0,1.0,1.0,44755.0,56.0,11.673477070481077,16.295717933438254
EAST,Bâtiments Autres,1907.0,1.0,2.0,22320.0,,1.3647230759040072,12.35012929287825
EAST,Bâtiments Commerciaux et Administratifs,1920.0,1.0,3.0,23422.0,65.0,1.6600470353416708,14.880989964971437
EAST,Bâtiments Autres,1975.0,5.0,2.0,27551.0,,2.135161038304634,15.086598451847687
EAST,Bâtiments Industriels et de Stockage,1920.0,1.0,2.0,23040.0,99.0,1.7512871615922192,11.289393068565564
EAST,Bâtiments Industriels et de Stockage,1958.0,1.0,2.0,61880.0,66.0,1.7077569108949004,13.311645858982073
EAST,Bâtiments Commerciaux et Administratifs,1925.0,1.0,2.0,27938.0,97.0,1.532325027683286,13.818493479626568
NORTHEAST,Bâtiments Autres,1924.0,1.0,2.0,21600.0,,6.658566931054513,14.300192186393328
NORTHEAST,Bâtiments Autres,1929.0,1.0,3.0,27908.0,,6.797922824233866,14.595978817551222
CENTRAL,Bâtiments Éducatifs et Culturels,2000.0,1.0,2.0,30562.0,69.0,3.912540141899389,14.416784265223153
DOWNTOWN,Bâtiments de Vente et de Services,2000.0,1.0,3.0,54969.0,67.0,1.1704196478154312,15.142793826859695
CENTRAL,Bâtiments Éducatifs et Culturels,1951.0,1.0,2.0,36825.0,,1.869952520752993,14.453210169178398
EAST,Bâtiments Commerciaux et Administratifs,1958.0,1.0,3.0,25834.0,73.0,1.9996340404243729,14.614549238185086
EAST,Bâtiments Éducatifs et Culturels,1929.0,1.0,1.0,37700.0,38.0,3.1331757426475244,15.249535116925815
NORTHWEST,Bâtiments Commerciaux et Administratifs,1982.0,1.0,3.0,25111.0,77.0,10.464967522861484,13.873818852105064
MAGNOLIA / QUEEN ANNE,Bâtiments Éducatifs et Culturels,1953.0,1.0,2.0,31805.0,10.0,6.840310017906949,14.45148515546624
MAGNOLIA / QUEEN ANNE,Bâtiments Éducatifs et Culturels,1953.0,1.0,1.0,20811.0,95.0,6.840310017906949,14.181278732877724
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1967.0,1.0,2.0,22058.0,1.0,1.5049275906832704,14.619975027328852
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1970.0,1.0,1.0,22890.0,,4.765903525889709,16.10245771329057
GREATER DUWAMISH,Bâtiments Autres,1907.0,1.0,5.0,36000.0,,4.87724176235288,14.055197804568733
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1971.0,1.0,1.0,28320.0,1.0,4.8601989733658755,15.297812015076888
NORTHEAST,Bâtiments Éducatifs et Culturels,1955.0,1.0,1.0,29079.0,78.0,8.768347566340081,13.743743708627335
EAST,Bâtiments Commerciaux et Administratifs,1982.0,1.0,3.0,19232.0,82.0,5.152610335252699,13.553850701593136
BALLARD,Bâtiments Commerciaux et Administratifs,1988.0,1.0,2.0,20535.0,7.0,6.017625901804572,14.490811245499273
MAGNOLIA / QUEEN ANNE,Bâtiments de Soins de Santé,1985.0,1.0,2.0,43025.0,,5.652255259934332,16.13281479096434
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1965.0,1.0,1.0,30800.0,65.0,6.4052650306443555,13.093906288054205
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1922.0,1.0,1.0,37400.0,73.0,1.313447201433484,13.720698860147158
DOWNTOWN,Bâtiments Commerciaux et Administratifs,2000.0,1.0,11.0,268130.0,88.0,1.0298391038234433,16.525816546197824
DOWNTOWN,Bâtiments Commerciaux et Administratifs,2000.0,1.0,11.0,68452.0,79.0,0.9751736838384073,15.196699533754815
DOWNTOWN,Bâtiments Commerciaux et Administratifs,2000.0,1.0,11.0,273185.0,88.0,1.0500814830541736,16.50398044305732
NORTHEAST,Bâtiments Éducatifs et Culturels,1924.0,1.0,3.0,97500.0,97.0,7.944971996503018,15.277550986327228
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1982.0,1.0,5.0,54015.0,75.0,2.993539174889831,14.920768217165278
DOWNTOWN,Bâtiments de Vente et de Services,1985.0,1.0,13.0,42000.0,,0.5744898865043881,15.864835810160427
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1982.0,1.0,24.0,119701.0,67.0,1.8940303326663857,15.941613988737215
NORTH,Bâtiments Autres,1965.0,1.0,1.0,24697.0,,13.044704934321672,14.148417249147917
CENTRAL,Bâtiments Éducatifs et Culturels,2013.0,2.0,1.0,57468.0,,2.5664659039861286,15.144961183668944
EAST,Bâtiments Éducatifs et Culturels,2006.0,1.0,5.0,84000.0,,1.7042159586616898,16.34772238097935
DOWNTOWN,Bâtiments de Vente et de Services,1991.0,1.0,3.0,103000.0,89.0,0.5686503914582043,15.500083493526066
